,Date,Team,Acquired,Relinquished,Notes
22,1993-05-07,Jets,• Scott Mersereau,,re-signed unrestricted free agent
23,1993-05-08,Jets,• James Hasty,,re-signed free agent (Jets matched offer sheet)
24,1993-05-10,Jets,,• Sheldon Canley,released
25,1993-05-10,Jets,• Bill Pickel,,re-signed unrestricted free agent
1,1993-05-10,Jets,• Damon Pieri,,signed free agent
2,1993-05-10,Jets,• Darren Drozdov,,signed free agent
3,1993-05-11,Jets,• Dennis Price,,re-signed unrestricted free agent
4,1993-05-13,Jets,• Ken Whisenhunt,,re-signed unrestricted free agent
5,1993-05-26,Jets,• Dale Dawkins,,re-signed
6,1993-06-07,Jets,• Bobby Houston,,re-signed exclusive rights free agent
7,1993-06-09,Jets,• David Ware,,signed fourth round pick
8,1993-06-09,Jets,• Richie Anderson,,signed sixth round pick
9,1993-06-23,Jets,• Fred Baxter,,signed fifth round pick
10,1993-06-23,Jets,• Kenny Shedd,,signed fifth round pick
11,1993-07-01,Jets,,• Al Toon,released
12,1993-07-06,Jets,,• Dennis Byrd (DeWayne),released
13,1993-07-13,Jets,,• Darren Drozdov,waived
14,1993-07-13,Jets,,• Lonnie Young,released
15,1993-07-16,Jets,• Alec Millen,,signed seventh round pick
16,1993-07-16,Jets,• Craig Hentrich,,signed eighth round pick
17,1993-07-19,Jets,• Coleman Rudolph,,signed second round pick
18,1993-07-21,Jets,• Cary Blanchard,,signed
19,1993-07-23,Jets,• Adrian Murrell,,signed fifth round pick
20,1993-07-23,Jets,• Browning Nagle,,re-signed exclusive rights free agent
21,1993-07-24,Jets,• Reggie Redding,,signed free agent
22,1993-08-02,Jets,• Tuineau Alipate,,signed free agent
23,1993-08-05,Jets,• Mo Lewis,,signed
24,1993-08-06,Jets,• Marvin Jones (Maurice),,signed first round pick
25,1993-08-17,Jets,,• Kevin Porter,placed on IR
1,1993-08-19,Jets,,• Reggie Redding,waived
2,1993-08-20,Jets,,• Reggie Redding,released
3,1993-08-23,Jets,,• Greg Willig,waived
4,1993-08-23,Jets,,• Jamie Redmond,waived
5,1993-08-23,Jets,• David Daniels,• undisclosed draft pick (not exercised?),trade with Seahawks
6,1993-08-24,Jets,,• Bryant Broady,waived
7,1993-08-24,Jets,,• Chris Spencer (a),placed on IR
8,1993-08-24,Jets,,• Craig Hentrich,waived
9,1993-08-24,Jets,,• Dennis Price,released
10,1993-08-24,Jets,,• Eric Boles,waived (injury settlement)
11,1993-08-24,Jets,,• Jeff Esters,waived
12,1993-08-24,Jets,,• John Bruhin,placed on IR
13,1993-08-24,Jets,,• Kenny Shedd,waived
14,1993-08-24,Jets,,• Keo Coleman,waived
15,1993-08-24,Jets,,• Kevin Porter,placed on IR
16,1993-08-24,Jets,,• Paul Richardson Sr.,waived
17,1993-08-24,Jets,,• Rob Davis (Emmett),waived
18,1993-08-24,Jets,,• Robert Davis,waived
19,1993-08-24,Jets,,• Russ McCullough,waived
20,1993-08-24,Jets,,• Scottie Graham,waived
21,1993-08-24,Jets,,• Troy Sadowski,released
22,1993-08-24,Jets,,• Tuineau Alipate,waived
23,1993-08-25,Jets,,• Alec Millen,waived
24,1993-08-25,Jets,,• Craig Hentrich,released
25,1993-08-25,Jets,,• Eric Boles,released
1,1993-08-25,Jets,,• Jeff Esters,released
2,1993-08-25,Jets,,• Kenny Shedd,released
3,1993-08-25,Jets,,• Keo Coleman,released
4,1993-08-25,Jets,,• Paul Richardson Sr.,released
5,1993-08-25,Jets,,• Rob Davis (Emmett),released
6,1993-08-25,Jets,,• Scottie Graham,released
7,1993-08-25,Jets,,• Tuineau Alipate,released
8,1993-08-25,Jets,• Dennis Price,,signed free agent
9,1993-08-26,Jets,,• Alec Millen,released
10,1993-08-26,Jets,,• John Bruhin,released
11,1993-08-30,Jets,,• Bill Pickel,released
12,1993-08-30,Jets,,• Dale Dawkins,waived
13,1993-08-30,Jets,,• Damon Pieri,waived
14,1993-08-30,Jets,,• David Daniels,waived
15,1993-08-30,Jets,,• David Tate,released
16,1993-08-30,Jets,,• Dennis Price,released
17,1993-08-30,Jets,,• Jim Sweeney,released
18,1993-08-30,Jets,,• Karl Wilson (Wendell),released
19,1993-08-30,Jets,,• Ken Whisenhunt,released
20,1993-08-30,Jets,,• Marcus Turner,released
21,1993-08-30,Jets,,• Mario Bailey,waived
22,1993-08-30,Jets,,• Paul Frase,released
23,1993-08-30,Jets,,• Victor Green,waived
24,1993-08-31,Jets,,• Dale Dawkins,released
25,1993-08-31,Jets,,• David Daniels,released
1,1993-08-31,Jets,,• Mario Bailey,released
2,1993-08-31,Jets,,• Victor Green,released
3,1993-08-31,Jets,• Damon Pieri,,recalled off waivers
4,1993-08-31,Jets,• Jim Sweeney,,signed free agent
5,1993-08-31,Jets,• Karl Wilson (Wendell),,signed free agent
6,1993-08-31,Jets,• Marcus Turner,,signed free agent
7,1993-08-31,Jets,• Paul Frase,,signed free agent
8,1993-09-01,Jets,• Alec Millen,,signed free agent to practice squad
9,1993-09-01,Jets,• Bill Pickel,,signed free agent
10,1993-09-01,Jets,• Kenny Shedd,,signed free agent to practice squad
11,1993-09-01,Jets,• Stevie Anderson,,signed free agent to practice squad
12,1993-09-01,Jets,• Victor Green,,signed free agent to practice squad
13,1993-09-28,Jets,,• Damon Pieri,waived
14,1993-09-28,Jets,,• Pat Chaffey,placed on IR
15,1993-09-28,Jets,• Troy Sadowski,,signed free agent
16,1993-09-28,Jets,• Victor Green,,signed from practice squad to active roster
17,1993-09-29,Jets,,• Damon Pieri,released
18,1993-09-30,Jets,• Damon Pieri,,signed free agent to practice squad
19,1993-10-01,Jets,• Damon Pieri,,signed from practice squad to active roster
20,1993-10-05,Jets,,• Donald Jones / Don Jones (Ray),waived
21,1993-10-05,Jets,• Dale Dawkins,,signed free agent
22,1993-10-06,Jets,,• Donald Jones / Don Jones (Ray),released
23,1993-10-07,Jets,• Donald Jones / Don Jones (Ray),,signed free agent to practice squad
24,1993-10-13,Jets,,• Damon Pieri,waived
25,1993-10-14,Jets,,• Damon Pieri,released
1,1993-10-15,Jets,• Damon Pieri,,signed free agent to practice squad
2,1993-10-15,Jets,• Lonnie Young,,signed free agent
3,1993-10-22,Jets,,• Karl Wilson (Wendell),waived
4,1993-10-22,Jets,• Donald Jones / Don Jones (Ray),,signed from practice squad to active roster
5,1993-10-25,Jets,,• Karl Wilson (Wendell),released
6,1993-11-16,Jets,,• Donald Jones / Don Jones (Ray),waived
7,1993-11-16,Jets,• Steve DeOssie,,signed free agent
8,1993-11-17,Jets,,• Donald Jones / Don Jones (Ray),released
9,1993-11-17,Jets,,• Marvin Jones (Maurice),placed on IR
10,1993-11-17,Jets,• Mike Merriweather,,signed unrestricted free agent
11,1993-11-18,Jets,• Donald Jones / Don Jones (Ray),,signed free agent to practice squad
12,1993-12-08,Jets,,• Leonard Marshall,placed on IR
13,1993-12-08,Jets,• Alfred Oglesby,,signed free agent
14,1993-12-13,Jets,,• Alfred Oglesby,waived
15,1993-12-13,Jets,,• Donald Jones / Don Jones (Ray),released from practice squad
16,1993-12-14,Jets,,• Alfred Oglesby,released
17,1993-12-14,Jets,• Everett McIver,,signed free agent to practice squad
18,1993-12-14,Jets,• Keith Willis (b. 1959-07-29),,signed free agent
19,1993-12-28,Jets,,• Keith Willis (b. 1959-07-29),waived
20,1993-12-28,Jets,,• Mike Merriweather,waived
21,1993-12-29,Jets,,• Keith Willis (b. 1959-07-29),released
22,1993-12-29,Jets,,• Mike Merriweather,released
23,1993-12-30,Jets,,• Richie Anderson,placed on IR
24,1993-12-30,Jets,• Everett McIver,,signed from practice squad to active roster
25,1993-12-30,Jets,• Johnny Johnson (a),,signed
1,1993-12-30,Jets,• Kenny Shedd,,signed from practice squad to active roster
2,1993-12-30,Jets,• Stevie Anderson,,signed from practice squad to active roster
3,1994-01-01,Jets,,• Alec Millen,lost off practice squad (to 49ers)
4,1994-01-05,Jets,• Pat Chaffey,,re-signed to a renegotiated contract
5,1994-01-07,Jets,,• Bruce Coslet,fired as head coach
6,1994-01-07,Jets,• Pete Carroll,,promoted to head coach
7,1994-01-10,Jets,,• Damon Pieri,player became a free agent
8,1994-01-31,Jets,• Kevin Porter,,activated from IR
9,1994-01-31,Jets,• Leonard Marshall,,activated from IR
10,1994-01-31,Jets,• Marvin Jones (Maurice),,activated from IR
11,1994-01-31,Jets,• Pat Chaffey,,activated from IR
12,1994-01-31,Jets,• Richie Anderson,,activated from IR
13,1994-02-07,Jets,• Don Breaux,,hired as tight ends coach
14,1994-02-07,Jets,• Marcus Turner,,re-signed to a renegotiated contract
15,1994-02-10,Jets,• Terrence Wisdom,,signed free agent
16,1994-02-17,Jets,,• Browning Nagle,player became a free agent
17,1994-02-17,Jets,,• Cal Dixon,player became a free agent
18,1994-02-17,Jets,,• Dale Dawkins,player became a free agent
19,1994-02-17,Jets,,• Dave Cadigan,player became a free agent
20,1994-02-17,Jets,,• Glenn Cadrez,player became a free agent
21,1994-02-17,Jets,,• Jeff Blake,player became a free agent
22,1994-02-17,Jets,,• Johnnie Mitchell / Johnny Mitchell,player became a free agent
23,1994-02-17,Jets,,• Kevin Porter,player became a free agent
24,1994-02-17,Jets,,• Louie Aguiar,player became a free agent
25,1994-02-17,Jets,,• Mark Gunn,player became a free agent
1,1994-02-17,Jets,,• Matt Willig,player became a free agent
2,1994-02-17,Jets,,• Pat Chaffey,player became a free agent
3,1994-02-17,Jets,,• Rob Carpenter (b. 1968-08-01),player became a free agent
4,1994-02-17,Jets,,• Rob Moore,player became a free agent
5,1994-02-17,Jets,,• Victor Green,player became a free agent
6,1994-02-17,Jets,• Johnnie Mitchell / Johnny Mitchell,,designated transition player (future)
7,1994-02-17,Jets,• Mark Gunn,,team tendered qualifying offer
8,1994-02-18,Jets,,• Bill Pickel,player became an unrestricted free agent
9,1994-02-18,Jets,,• Blair Thomas,player became an unrestricted free agent
10,1994-02-18,Jets,,• Dave Cadigan,last year of contract voided
11,1994-02-18,Jets,,• Jim Sweeney,player became an unrestricted free agent
12,1994-02-18,Jets,,• Lonnie Young,player became an unrestricted free agent
13,1994-02-18,Jets,,• Paul Frase,player became an unrestricted free agent
14,1994-02-18,Jets,,• Roger Duffy,player became an unrestricted free agent
15,1994-02-18,Jets,,• Steve DeOssie,player became an unrestricted free agent
16,1994-02-18,Jets,,• Terance Mathis,player became an unrestricted free agent
17,1994-02-18,Jets,,• Troy Sadowski,player became an unrestricted free agent
18,1994-02-18,Jets,• Rob Moore,,designated transition player
19,1994-02-18,Jets,• Browning Nagle,,team tendered qualifying offer
20,1994-02-18,Jets,• Louie Aguiar,,team tendered qualifying offer
21,1994-02-18,Jets,• Rob Carpenter (b. 1968-08-01),,team tendered qualifying offer
22,1994-02-19,Jets,,• Louie Aguiar,team withdrew qualifying offer
23,1994-02-23,Jets,,• Chris Burkett,retired
24,1994-02-24,Jets,,• Chris Burkett,released
25,1994-03-01,Jets,• Charlie Baumann,,signed free agent
1,1994-03-01,Jets,• Roger Duffy,,re-signed unrestricted free agent
2,1994-03-03,Jets,,• Terrence Wisdom,waived
3,1994-03-03,Jets,• Damon Pieri,,re-signed free agent
4,1994-03-14,Jets,,• Clifford Hicks / Cliff Hicks,released
5,1994-03-14,Jets,,• Scott Mersereau,released
6,1994-03-14,Jets,,• Terrence Wisdom,released
7,1994-03-14,Jets,• Ronnie Lott,,re-signed to a renegotiated contract
8,1994-03-15,Jets,• Victor Green,,re-signed exclusive rights free agent
9,1994-03-16,Jets,• Donald Evans,,signed unrestricted free agent
10,1994-04-06,Jets,• Paul Frase,,re-signed unrestricted free agent
11,1994-04-08,Jets,• Anthony Prior,,re-signed to a renegotiated contract
12,1994-04-08,Jets,• Glenn Cadrez,,re-signed exclusive rights free agent
13,1994-04-11,Jets,• James Brown (Lamont),,re-signed to a renegotiated contract
14,1994-04-20,Jets,• Brian Hansen,,signed free agent
15,1994-04-24,Jets,• 1994 first round pick (#12-Aaron Glenn),• 1994 first round pick (#13-Joe Johnson (T.) (b))  • 1994 fifth round pick (#143-Craig Novitsky),trade with Saints
16,1994-04-24,Jets,• 1994 third round pick (#94-Lou Benfatti)  • 1994 fifth round pick (#152-Horace Morris),• 1994 third round pick (#80-Calvin Jones (D'Wayne)),trade with Raiders
17,1994-04-24,Jets,• Aaron Glenn,,1994 NFL draft first round pick (#12 overall)
18,1994-04-24,Jets,• Ryan Yarborough,,1994 NFL draft second round pick (#41 overall)
19,1994-04-24,Jets,• Lou Benfatti,,1994 NFL draft third round pick (#94 overall)
20,1994-04-25,Jets,• Orlando Parker,,1994 NFL draft fourth round pick (#117 overall)
21,1994-04-25,Jets,• Horace Morris,,1994 NFL draft fifth round pick (#152 overall)
22,1994-04-25,Jets,• Fred Lester,,1994 NFL draft sixth round pick (#173 overall)
23,1994-04-25,Jets,• Glenn Foley,,1994 NFL draft seventh round pick (#208 overall)
24,1994-04-28,Jets,,• Eric Thomas (Jason),released
25,1994-04-28,Jets,• Terrence Wisdom,,signed free agent
1,1994-04-29,Jets,• Jim Sweeney,,re-signed unrestricted free agent
2,1994-05-01,Jets,• Alan Allen,,signed
3,1994-05-01,Jets,• Bill Fisher,,signed
4,1994-05-01,Jets,• Cecil Doggette,,signed
5,1994-05-01,Jets,• Craig Mitter,,signed free agent
6,1994-05-01,Jets,• Cris Shale,,signed
7,1994-05-01,Jets,• Fran Papasedro,,signed
8,1994-05-01,Jets,• Gary Beckford,,signed free agent
9,1994-05-01,Jets,• Jackie Crisp,,signed
10,1994-05-01,Jets,• Jeff Cooke,,signed
11,1994-05-01,Jets,• Kyle Adams (a),,signed free agent
12,1994-05-01,Jets,• LaVar Ball,,signed
13,1994-05-01,Jets,• Lindsay Chapman,,signed
14,1994-05-01,Jets,• Mike Anderson (b),,signed
15,1994-05-01,Jets,• Paul Burke,,signed free agent
16,1994-05-01,Jets,• Paul Yatkowski,,signed
17,1994-05-01,Jets,• Rob Davis (Emmett),,signed free agent
18,1994-05-01,Jets,• Robert Trice,,signed
19,1994-05-01,Jets,• Ross Hales,,signed
20,1994-05-01,Jets,• Steve Solari,,signed
21,1994-05-01,Jets,• Tyler Harrison,,signed
22,1994-05-01,Jets,• Willie Nelson / Chico Nelson,,signed free agent
23,1994-05-02,Jets,• Brian Washington,,re-signed to a renegotiated contract
24,1994-05-02,Jets,• Rob Davis (Emmett),,signed free agent
25,1994-05-02,Jets,• Troy Johnson (Antwain),,signed unrestricted free agent
1,1994-05-02,Jets,• Tuineau Alipate,,signed free agent
2,1994-05-03,Jets,• Browning Nagle,,re-signed
3,1994-05-03,Jets,• Marcus Turner,,re-signed to a renegotiated contract
4,1994-05-06,Jets,,• Browning Nagle,waived
5,1994-05-09,Jets,• Jack Trudeau,,signed free agent
6,1994-05-17,Jets,,• Browning Nagle,released
7,1994-05-17,Jets,• Mo Lewis,,re-signed to a renegotiated contract
8,1994-05-18,Jets,• Alfred Oglesby,,signed free agent
9,1994-05-19,Jets,• Pat Terrell,,signed unrestricted free agent
10,1994-06-01,Jets,• Perry Williams (Lamar),,signed unrestricted free agent
11,1994-06-02,Jets,• Matt Willig,,re-signed exclusive rights free agent
12,1994-06-03,Jets,• Art Monk,,signed unrestricted free agent
13,1994-06-06,Jets,,• Leonard Marshall,waived (failed physical)
14,1994-06-06,Jets,,• Leonard Marshall,released
15,1994-06-21,Jets,• Anthony Johnson (Scott),,signed unrestricted free agent
16,1994-06-21,Jets,• Glenn Foley,,signed seventh round pick
17,1994-06-21,Jets,• Ryan Yarborough,,signed second round pick
18,1994-06-23,Jets,• Nick Lowery,,signed free agent
19,1994-06-27,Jets,,• Kyle Clifton,released
20,1994-06-27,Jets,• Fred Lester,,signed sixth round pick
21,1994-06-28,Jets,• Kyle Clifton,,signed free agent
22,1994-06-30,Jets,,• Cary Blanchard,released
23,1994-06-30,Jets,,• Charlie Baumann,released
24,1994-07-05,Jets,,• Cary Blanchard,released
25,1994-07-05,Jets,,• Charlie Baumann,released
1,1994-07-14,Jets,• Aaron Glenn,,signed first round pick to a 4-year contract
2,1994-07-15,Jets,• Rob Moore,,re-signed transition player
3,1994-07-19,Jets,,• Craig Mitter,waived
4,1994-07-19,Jets,,• Gary Beckford,waived
5,1994-07-19,Jets,• Anthony Johnson (Scott),,re-signed to a renegotiated contract
6,1994-07-19,Jets,• Bill Pickel,,re-signed unrestricted free agent
7,1994-07-19,Jets,• Cal Dixon,,re-signed exclusive rights free agent
8,1994-07-19,Jets,• James Thornton / Jim Thornton (Michael),,re-signed to a renegotiated contract
9,1994-07-19,Jets,• Jeff Blake,,re-signed exclusive rights free agent
10,1994-07-19,Jets,• Tony Meola,,signed
11,1994-07-20,Jets,,• Kurt Barber,waived
12,1994-07-20,Jets,• Lou Benfatti,,signed third round pick
13,1994-07-21,Jets,,• Kurt Barber,released
14,1994-07-22,Jets,• Kurt Barber,,signed free agent
15,1994-07-25,Jets,• Orlando Parker,,signed fourth round pick
16,1994-08-08,Jets,,• David Ware,player left squad
17,1994-08-17,Jets,• David Ware,,player returned to squad
18,1994-08-22,Jets,,• Alan Allen,waived
19,1994-08-22,Jets,,• Cecil Doggette,waived
20,1994-08-22,Jets,,• David McLeod,waived
21,1994-08-22,Jets,,• Gary Beckford,waived
22,1994-08-22,Jets,,• Kyle Adams (a),waived
23,1994-08-22,Jets,,• Lavar Bal,waived
24,1994-08-22,Jets,,• Lindsay Chapman,waived
25,1994-08-22,Jets,,• Paul Burke,waived
1,1994-08-22,Jets,,• Perry Williams (Lamar)?,released
2,1994-08-22,Jets,,• Rob Davis (Emmett),waived
3,1994-08-22,Jets,,• Terrence Wisdom,waived
4,1994-08-23,Jets,,• Horace Morris,waived
5,1994-08-23,Jets,,• Paul Burke,released
6,1994-08-23,Jets,,• Rob Davis (Emmett),released
7,1994-08-23,Jets,,• Terrence Wisdom,released
8,1994-08-23,Jets,,• Troy Johnson (Antwain),placed on IR
9,1994-08-24,Jets,,• Horace Morris,released
10,1994-08-24,Jets,,• Tony Meola,waived
11,1994-08-24,Jets,,• Tory Johnson,placed on IR
12,1994-08-28,Jets,,• Damon Pieri,waived (injury settlement)
13,1994-08-28,Jets,,• Fred Lester,waived
14,1994-08-28,Jets,,• Jeff Blake,waived
15,1994-08-28,Jets,,• Pat Chaffey,waived
16,1994-08-28,Jets,,• Tuineau Alipate,waived
17,1994-08-28,Jets,,• Willie Nelson / Chico Nelson,waived
18,1994-08-29,Jets,,• Damon Pieri,released
19,1994-08-29,Jets,,• Fred Lester,released
20,1994-08-29,Jets,,• Mike Anderson (b),waived
21,1994-08-29,Jets,,• Pat Chaffey,released
22,1994-08-29,Jets,,• Tuineau Alipate,released
23,1994-08-30,Jets,,• David Ware,waived
24,1994-08-30,Jets,• Clifford Hicks / Cliff Hicks,,signed free agent
25,1994-08-30,Jets,• Coleman Rudolph,,re-signed to a renegotiated contract
1,1994-08-30,Jets,• Rob Carpenter (b. 1968-08-01),,re-signed to a renegotiated contract
2,1994-08-30,Jets,• Terrence Wisdom,,signed free agent to practice squad
3,1994-08-30,Jets,• Tuineau Alipate,,signed free agent to practice squad
4,1994-08-31,Jets,,• David Ware,released
5,1994-09-07,Jets,• Fred Lester,,signed free agent to practice squad
6,1994-09-17,Jets,,• Kenny Shedd,waived
7,1994-09-17,Jets,• Tuineau Alipate,,signed from practice squad to active roster
8,1994-09-19,Jets,,• Kenny Shedd,released
9,1994-09-19,Jets,• Tony Casillas,,signed free agent to a 1-year contract
