,0,1,2
3954,Raiders,Packers,2019
3955,Chargers,Saints,2002
3956,Saints,Rams,2006
3957,Cowboys,Steelers,2013
3958,Rams,Jaguars,2011
3959,Jaguars,Lions,2004
3960,Lions,Steelers,2008
3961,Rams,Vikings,2000
3962,Ravens,Rams,2000
3963,Titans,Steelers,2013
3964,Steelers,Panthers,2014
3965,Ravens,Steelers,2015
3966,Seahawks,Browns,2009
3967,Cowboys,Steelers,2010
3968,Jets,Jaguars,2022
3969,Chargers,Saints,2021
3970,Raiders,Saints,2023
3971,Falcons,Jaguars,2022
3972,Browns,Chargers,2013
3973,Chargers,Panthers,2014
3974,Titans,Bengals,2003
3975,Bengals,Texans,2005
3976,Seahawks,Chiefs,2019
3977,Panthers,Rams,2001
3978,Rams,Cardinals,2003
3979,49ers,Colts,2015
3980,Colts,Dolphins,2018
3981,Dolphins,Bills,2019
3982,Bills,Jets,2020
3983,Lions,Panthers,2021
3984,Panthers,Cowboys,2013
3985,Cowboys,Commanders,2014
3986,Buccaneers,Raiders,2001
3987,Chiefs,Jaguars,2001
3988,Buccaneers,Texans,2002
3989,Texans,Buccaneers,2004
3990,Texans,Buccaneers,2010
3991,Buccaneers,Texans,2010
3992,Texans,Buccaneers,2011
3993,Falcons,Panthers,2008
3994,Panthers,Bears,2009
3995,Bears,Seahawks,2012
3996,Cardinals,Ravens,2003
3997,Steelers,Bills,2013
3998,Giants,Packers,2007
3999,Packers,Ravens,2008
4000,Ravens,Vikings,2010
4001,Vikings,Cowboys,2011
4002,Packers,Chiefs,2013
4003,Jets,Panthers,2021
4004,Jets,Bears,2001
4005,Bears,Patriots,2002
4006,Bengals,Chargers,2010
4007,Texans,Bengals,2010
4008,Dolphins,Vikings,2007
4009,Bills,Seahawks,2015
4010,Bengals,Buccaneers,2022
4011,Buccaneers,Eagles,2023
4012,Bills,Chiefs,2003
4013,Buccaneers,Saints,2000
4014,Chargers,Patriots,2003
4015,Patriots,Falcons,2004
4016,Falcons,Seahawks,2007
4017,Rams,Titans,2000
4018,Titans,Bears,2005
4019,Vikings,Giants,2004
4020,Giants,Rams,2010
4021,Commanders,Vikings,2005
4022,Vikings,Commanders,2007
4023,Jaguars,Patriots,2009
4024,Seahawks,Saints,2000
4025,Cardinals,Raiders,2008
4026,Saints,Falcons,2002
4027,Falcons,Rams,2003
4028,Chargers,Cardinals,2002
4029,Falcons,Buccaneers,2016
4030,Broncos,Dolphins,2022
4031,Seahawks,Broncos,2022
4032,Bengals,Jets,2021
4033,Bengals,Browns,2012
4034,Browns,Cardinals,2013
4035,Cardinals,Raiders,2018
4036,Bears,Buccaneers,2013
4037,Buccaneers,Falcons,2014
4038,Bills,Lions,2015
4039,Lions,Bills,2016
4040,Raiders,Seahawks,2021
4041,Bills,Vikings,2000
4042,Lions,Browns,2016
4043,Browns,Dolphins,2017
4044,Dolphins,Raiders,2018
4045,Bears,Buccaneers,2009
4046,Buccaneers,Bears,2009
4047,Jaguars,Eagles,2021
4048,Eagles,Colts,2023
4049,Raiders,Texans,2019
4050,Commanders,Panthers,2005
4051,Panthers,Browns,2019
4052,Browns,Cowboys,2020
4053,Cowboys,Commanders,2021
4054,Browns,Buccaneers,2014
4055,Saints,Lions,2022
4056,Saints,Browns,2014
4057,Vikings,Eagles,2010
4058,Falcons,Lions,2014
4059,Lions,Rams,2015
4060,Rams,Lions,2016
4061,49ers,Broncos,2004
4062,Bills,Buccaneers,2017
4063,Buccaneers,49ers,2019
4064,Seahawks,Cardinals,2018
4065,Seahawks,49ers,2017
4066,Giants,Falcons,2010
4067,Vikings,Titans,2003
4068,Panthers,Browns,2013
4069,Ravens,Browns,2005
4070,Panthers,Rams,2009
4071,Rams,Buccaneers,2012
4072,Patriots,Chargers,2012
4073,Steelers,Raiders,2009
4074,Chiefs,Ravens,2006
4075,Ravens,Rams,2008
4076,Jaguars,Texans,2002
4077,Dolphins,Seahawks,2014
4078,Cowboys,Ravens,2017
4079,Browns,Eagles,2019
4080,Eagles,Buccaneers,2022
4081,Buccaneers,Colts,2023
4082,Patriots,Dolphins,2007
4083,Patriots,Colts,2018
4084,Colts,Patriots,2018
4085,Raiders,Titans,2001
4086,Titans,Cowboys,2003
4087,Buccaneers,Bears,2012
4088,Bears,Jaguars,2013
4089,Jets,Giants,2017
4090,Giants,Chargers,2018
4091,Chargers,Seahawks,2020
4092,Panthers,Bills,2009
4093,Bills,Panthers,2011
4094,Panthers,Vikings,2012
4095,Vikings,Chiefs,2013
4096,Chiefs,Giants,2014
4097,Cowboys,Jaguars,2019
4098,Jaguars,Titans,2020
4099,Titans,Cardinals,2023
4100,Giants,Bengals,2008
4101,Bengals,Eagles,2009
4102,Raiders,Browns,2016
4103,Seahawks,Jets,2020
4104,Jets,Texans,2023
4105,Broncos,Lions,2007
4106,Bengals,Vikings,2018
4107,Buccaneers,Vikings,2012
4108,Vikings,Lions,2014
4109,Lions,Buccaneers,2015
4110,Lions,Saints,2017
4111,Buccaneers,Lions,2017
4112,Packers,Seahawks,2000
4113,Falcons,Chargers,2004
4114,Chargers,Falcons,2004
4115,Titans,49ers,2001
4116,Colts,49ers,2022
4117,Jaguars,Panthers,2011
4118,Rams,Jaguars,2011
4119,Panthers,Jaguars,2012
4120,Jaguars,Cowboys,2013
4121,Cowboys,Giants,2015
4122,Bills,Titans,2013
4123,Lions,Jaguars,2009
4124,Jaguars,Panthers,2010
4125,Dolphins,Jets,2011
4126,Panthers,Dolphins,2011
4127,Rams,Seahawks,2021
4128,Seahawks,Chargers,2022
4129,49ers,Vikings,2015
4130,Vikings,49ers,2015
4131,Vikings,49ers,2016
4132,49ers,Saints,2017
4133,Saints,Cardinals,2018
4134,Buccaneers,Panthers,2019
4135,Panthers,Raiders,2021
4136,Jaguars,Cowboys,2009
4137,Browns,Eagles,2010
4138,Browns,Broncos,2005
4139,Broncos,Raiders,2007
4140,Raiders,Patriots,2010
4141,Browns,Dolphins,2014
4142,Giants,Chargers,2016
4143,Seahawks,Bears,2020
4144,Bears,Falcons,2022
4145,Falcons,Bills,2023
4146,Ravens,Colts,2004
4147,Colts,Ravens,2006
4148,Commanders,Texans,2021
4149,Texans,Chiefs,2022
4150,Packers,Lions,2021
4151,Giants,Raiders,2008
4152,Raiders,Dolphins,2009
4153,Dolphins,Bengals,2011
4154,Colts,Titans,2007
4155,Titans,Bears,2008
4156,Bears,Lions,2008
4157,Ravens,Falcons,2015
4158,Falcons,Panthers,2016
4159,Panthers,Broncos,2018
4160,Raiders,Falcons,2018
4161,Bengals,Buccaneers,2021
4162,Broncos,Chiefs,2001
4163,Chiefs,49ers,2013
4164,Lions,Broncos,2007
4165,Broncos,Texans,2009
4166,Saints,Commanders,2009
4167,Chiefs,Giants,2000
4168,Texans,Lions,2013
4169,Bears,Chargers,2001
4170,49ers,Buccaneers,2018
4171,Buccaneers,Lions,2021
4172,Lions,Seahawks,2022
4173,Seahawks,Steelers,2023
4174,Seahawks,Lions,2014
4175,Eagles,Lions,2018
4176,Lions,Eagles,2018
4177,Lions,Giants,2019
4178,Lions,Colts,2013
4179,Colts,Buccaneers,2015
4180,Raiders,Saints,2002
4181,Packers,Saints,2003
4182,Saints,Packers,2003
4183,Saints,Packers,2004
4184,Packers,Falcons,2006
4185,Falcons,Jaguars,2007
4186,Jaguars,Falcons,2008
4187,Falcons,Lions,2009
4188,Commanders,Panthers,2012
4189,Panthers,Giants,2020
4190,Lions,Broncos,2020
4191,Broncos,Lions,2023
4192,Giants,Saints,2020
4193,Saints,Rams,2021
4194,Bills,Raiders,2003
4195,Buccaneers,Colts,2022
4196,Seahawks,Patriots,2000
4197,Patriots,Rams,2002
4198,Rams,Seahawks,2004
4199,Eagles,Texans,2021
4200,Raiders,Vikings,2002
4201,Vikings,Lions,2007
4202,Chargers,Dolphins,2007
4203,Dolphins,Vikings,2010
4204,Vikings,Saints,2012
4205,Giants,Titans,2002
4206,Titans,Texans,2003
4207,Texans,Buccaneers,2004
4208,Ravens,Jaguars,2000
4209,Panthers,Cardinals,2021
4210,Commanders,Chargers,2015
4211,Cowboys,Raiders,2009
4212,Browns,Jaguars,2009
4213,Jaguars,Browns,2009
4214,Titans,Bills,2002
4215,Bills,Panthers,2003
4216,Panthers,Jaguars,2004
4217,Rams,Buccaneers,2023
4218,Panthers,Cowboys,2015
4219,Packers,Vikings,2013
4220,Vikings,Dolphins,2015
4221,Dolphins,Bills,2005
4222,Commanders,Bears,2001
4223,Bears,Cardinals,2002
4224,Giants,Jaguars,2012
4225,Jaguars,Texans,2013
4226,Browns,Titans,2019
4227,Titans,Vikings,2021
4228,Eagles,Vikings,2009
4229,Browns,Bengals,2014
4230,Panthers,Dolphins,2022
4231,49ers,Bills,2017
4232,Bills,49ers,2018
4233,49ers,Bengals,2019
4234,Bengals,Jaguars,2020
4235,Jaguars,Titans,2021
4236,Texans,Dolphins,2021
4237,Dolphins,Bills,2022
4238,Bills,Vikings,2022
4239,Bengals,Cowboys,2000
4240,Bears,Panthers,2011
4241,Panthers,Seahawks,2020
4242,Buccaneers,Jaguars,2009
4243,Patriots,Texans,2003
4244,Rams,Lions,2017
4245,Lions,Browns,2018
4246,Rams,Patriots,2012
4247,Patriots,Jets,2013
4248,Jets,Bills,2015
4249,Commanders,Bengals,2004
4250,Seahawks,Bears,2015
4251,Patriots,Browns,2001
4252,Browns,Buccaneers,2002
4253,Commanders,Bears,2022
4254,Cardinals,Colts,2013
4255,Colts,Commanders,2016
4256,Packers,Panthers,2017
4257,Panthers,Jets,2020
4258,Jets,Bills,2022
4259,Bills,Raiders,2023
4260,Rams,Cowboys,2020
4261,Cowboys,Jets,2022
4262,Patriots,Packers,2003
4263,Packers,Giants,2006
4264,Colts,Chargers,2016
4265,Chargers,Ravens,2017
4266,Patriots,Steelers,2022
4267,Lions,Broncos,2000
4268,Broncos,Bengals,2002
4269,Bengals,Vikings,2003
4270,Vikings,Dolphins,2005
4271,Dolphins,Rams,2006
4272,Rams,Vikings,2008
4273,Patriots,Texans,2006
4274,Giants,Jaguars,2010
4275,Jaguars,Steelers,2013
4276,Commanders,Packers,2018
4277,Packers,Commanders,2018
4278,Packers,Bears,2019
4279,Bears,Raiders,2021
4280,Cardinals,Panthers,2021
4281,Panthers,Eagles,2022
4282,Bengals,Vikings,2023
4283,Giants,Colts,2014
4284,Colts,Giants,2015
4285,Cardinals,Lions,2017
4286,Patriots,Rams,2002
4287,Eagles,Lions,2020
4288,Commanders,Vikings,2020
4289,Texans,Browns,2012
4290,Ravens,Lions,2015
4291,Lions,Eagles,2018
4292,Broncos,Cardinals,2009
4293,Chargers,Cardinals,2006
4294,Cardinals,Rams,2007
4295,Colts,Eagles,2009
4296,Eagles,Colts,2009
4297,Eagles,Vikings,2010
4298,Eagles,Browns,2006
4299,Browns,Rams,2010
4300,Steelers,Buccaneers,2003
4301,Buccaneers,Patriots,2004
4302,Jets,Patriots,2006
4303,Patriots,Jets,2006
4304,Patriots,Jets,2007
4305,Jets,Browns,2009
4306,Panthers,Packers,2003
4307,Packers,Bengals,2005
4308,Bengals,49ers,2006
4309,Buccaneers,Jaguars,2000
4310,Jaguars,Packers,2002
4311,Bengals,Vikings,2020
4312,Vikings,Texans,2021
4313,Cardinals,Commanders,2018
4314,Vikings,Ravens,2003
4315,Ravens,Cardinals,2005
4316,Vikings,Bears,2022
4317,Bills,Vikings,2022
4318,Falcons,Titans,2015
4319,Ravens,Dolphins,2001
4320,Jets,Texans,2007
4321,Ravens,Panthers,2012
4322,49ers,Falcons,2007
4323,Falcons,Rams,2011
4324,Patriots,Jets,2019
4325,Jets,Patriots,2021
4326,Broncos,Patriots,2022
4327,Patriots,Raiders,2022
4328,Patriots,Broncos,2022
4329,Colts,Eagles,2019
4330,Eagles,49ers,2022
4331,49ers,Texans,2023
4332,Jaguars,Vikings,2002
4333,Ravens,Falcons,2020
4334,Falcons,Bengals,2022
4335,Bengals,Panthers,2023
4336,Jaguars,Chargers,2017
4337,Seahawks,Dolphins,2005
4338,Dolphins,Patriots,2005
4339,Patriots,Saints,2009
4340,Vikings,Seahawks,2011
4341,Patriots,Dolphins,2000
4342,Dolphins,Rams,2002
4343,Seahawks,Steelers,2013
4344,Falcons,Vikings,2002
4345,Colts,Jets,2018
4346,Jets,Patriots,2021
4347,Patriots,Panthers,2022
4348,Titans,Saints,2003
4349,Bills,Vikings,2001
4350,Vikings,Falcons,2002
4351,Broncos,Colts,2017
4352,Bears,Cowboys,2014
4353,Cowboys,Buccaneers,2015
4354,Steelers,Giants,2022
4355,Falcons,Bears,2001
4356,Bears,Dolphins,2001
4357,Bengals,Broncos,2008
4358,Broncos,Saints,2009
4359,Buccaneers,Browns,2021
4360,Chiefs,Jaguars,2012
4361,Lions,Giants,2002
4362,Patriots,Browns,2021
4363,Browns,Cardinals,2023
4364,Eagles,Saints,2006
4365,Panthers,Rams,2009
4366,Saints,Panthers,2009
4367,Ravens,Saints,2003
4368,Saints,Seahawks,2007
4369,Seahawks,Jets,2009
4370,Jets,Packers,2010
4371,Buccaneers,Bears,2017
4372,Bears,Ravens,2018
4373,Ravens,49ers,2020
4374,49ers,Raiders,2022
4375,Eagles,Jaguars,2003
4376,Jaguars,Eagles,2004
4377,Packers,Cardinals,2022
4378,Dolphins,Vikings,2002
4379,Chargers,Patriots,2021
4380,Dolphins,Rams,2023
4381,Broncos,Giants,2017
4382,Colts,Commanders,2009
4383,Vikings,Chiefs,2013
4384,Jets,Bills,2015
4385,Giants,Eagles,2004
4386,Eagles,Cardinals,2005
4387,Broncos,Buccaneers,2004
4388,Buccaneers,Broncos,2005
4389,Bears,Chargers,2008
4390,49ers,Raiders,2018
4391,Browns,Texans,2017
4392,Cowboys,Jets,2018
4393,Jets,Packers,2018
4394,Texans,Cowboys,2018
4395,Packers,Colts,2020
4396,Colts,Panthers,2005
4397,Panthers,Lions,2007
4398,Cardinals,Vikings,2019
4399,Vikings,Browns,2021
4400,Browns,Buccaneers,2022
4401,Buccaneers,Colts,2022
4402,Colts,Jets,2023
4403,Commanders,Cardinals,2004
4404,Cardinals,Bengals,2005
4405,Chargers,Cowboys,2009
4406,Cowboys,Dolphins,2011
4407,Lions,Panthers,2000
4408,Bears,Chiefs,2022
4409,Vikings,Bears,2022
4410,Chiefs,Panthers,2023
4411,Lions,Dolphins,2010
4412,Bills,Colts,2023
4413,Seahawks,Jaguars,2002
4414,Jaguars,Giants,2003
4415,Giants,Buccaneers,2005
4416,Eagles,Falcons,2005
4417,Ravens,Dolphins,2008
4418,Dolphins,Chiefs,2009
4419,Chiefs,Chargers,2011
4420,Vikings,Bengals,2023
4421,Saints,Lions,2014
4422,Lions,Dolphins,2016
4423,Rams,49ers,2008
4424,Titans,Panthers,2000
4425,Chargers,Colts,2021
4426,Browns,Raiders,2022
4427,Colts,Browns,2022
4428,Eagles,Steelers,2023
4429,Eagles,Patriots,2013
4430,49ers,Eagles,2013
4431,Broncos,Giants,2020
4432,Giants,Packers,2021
4433,Saints,Texans,2022
4434,Packers,Saints,2022
4435,Texans,Saints,2023
4436,Steelers,Lions,2022
4437,Broncos,Chargers,2016
4438,Texans,Bears,2021
4439,Browns,Jets,2018
4440,Jets,Seahawks,2022
4441,Raiders,Lions,2010
4442,Bears,Buccaneers,2014
4443,Bills,Giants,2022
4444,Bears,Cardinals,2020
4445,Lions,Rams,2016
4446,Rams,Seahawks,2006
4447,Seahawks,Rams,2006
4448,Titans,Patriots,2020
4449,Patriots,Titans,2020
4450,Titans,Ravens,2021
4451,Bills,Broncos,2018
4452,Broncos,Bills,2018
4453,Broncos,Bills,2019
4454,Bills,Colts,2023
4455,Falcons,49ers,2023
4456,Rams,Dolphins,2016
4457,Dolphins,Bengals,2021
4458,Cardinals,Giants,2023
4459,Cowboys,Patriots,2009
4460,Patriots,Jaguars,2012
4461,Patriots,Dolphins,2023
4462,Browns,Lions,2015
4463,Lions,Patriots,2015
4464,Bears,Lions,2013
4465,Falcons,Cowboys,2021
4466,Cowboys,Broncos,2002
4467,Broncos,Bills,2003
4468,Bears,Vikings,2013
4469,Vikings,Raiders,2015
4470,Raiders,Seahawks,2016
4471,Seahawks,Colts,2018
4472,Colts,Dolphins,2019
4473,Dolphins,Colts,2020
4474,Browns,Cowboys,2006
4475,Cowboys,Ravens,2007
4476,Ravens,Panthers,2008
4477,Steelers,Giants,2023
4478,Patriots,Chargers,2022
4479,Chargers,Patriots,2023
4480,Packers,Browns,2017
4481,Seahawks,Lions,2019
4482,Lions,Commanders,2020
4483,Broncos,Giants,2014
4484,Giants,Chargers,2015
4485,Packers,Texans,2003
4486,Texans,Cardinals,2005
4487,Jaguars,Patriots,2003
4488,49ers,Jaguars,2003
4489,Texans,Cardinals,2021
4490,Cowboys,Steelers,2017
4491,Steelers,Colts,2018
4492,Colts,Jets,2018
4493,Raiders,Chiefs,2008
4494,Chiefs,Bengals,2009
4495,Bears,Commanders,2019
4496,Commanders,Bears,2020
4497,Bears,Saints,2022
4498,Bills,Raiders,2009
4499,Raiders,Dolphins,2011
4500,Ravens,Saints,2002
4501,Patriots,Raiders,2003
4502,Eagles,Rams,2006
4503,Rams,Eagles,2007
4504,Giants,Rams,2021
4505,Rams,Giants,2021
4506,Seahawks,Buccaneers,2017
4507,Buccaneers,Seahawks,2018
4508,Seahawks,Cardinals,2019
4509,Browns,Jets,2020
4510,Packers,Lions,2007
4511,Lions,49ers,2008
4512,49ers,Bengals,2009
4513,Bears,Jaguars,2013
4514,Jaguars,Giants,2015
4515,Chargers,Jets,2018
4516,Cardinals,Raiders,2019
4517,Packers,Jaguars,2021
4518,Jaguars,Chargers,2022
4519,Patriots,Chiefs,2014
4520,Chiefs,Commanders,2014
4521,Commanders,Patriots,2014
4522,Dolphins,Broncos,2019
4523,Broncos,Ravens,2022
4524,Browns,Texans,2002
4525,Browns,Patriots,2015
4526,Patriots,Colts,2017
4527,Giants,Jaguars,2020
4528,Colts,Giants,2020
4529,Jaguars,Dolphins,2021
4530,Texans,Patriots,2006
4531,Patriots,Broncos,2009
4532,Broncos,Commanders,2011
4533,Commanders,Dolphins,2012
4534,Bears,Rams,2011
4535,Bills,Saints,2009
4536,Jets,Saints,2022
4537,Browns,Giants,2019
4538,Giants,Patriots,2022
4539,Jets,Titans,2016
4540,Eagles,Giants,2022
4541,Vikings,Giants,2004
4542,Giants,Eagles,2005
4543,Titans,Browns,2020
4544,Raiders,Cowboys,2014
4545,Cowboys,Falcons,2017
4546,Falcons,Titans,2020
4547,Giants,Buccaneers,2002
4548,Packers,Giants,2022
4549,Broncos,Lions,2009
4550,Chiefs,Chargers,2012
4551,Chargers,Titans,2013
4552,Titans,Cowboys,2000
4553,Rams,Giants,2016
4554,Giants,Saints,2019
4555,Saints,Titans,2021
4556,Titans,49ers,2022
4557,Titans,Rams,2008
4558,Broncos,Raiders,2023
4559,Jaguars,Buccaneers,2011
4560,Colts,Panthers,2022
4561,Chargers,Broncos,2012
4562,Patriots,Seahawks,2019
4563,Seahawks,Jaguars,2021
4564,Raiders,Vikings,2022
4565,Jaguars,Raiders,2022
4566,Colts,Lions,2012
4567,Seahawks,Texans,2019
4568,Texans,Broncos,2022
4569,Broncos,Jets,2022
4570,Jets,Colts,2023
4571,Colts,Broncos,2012
4572,Broncos,Falcons,2015
4573,Patriots,Colts,2017
4574,Colts,Dolphins,2021
4575,Dolphins,Browns,2022
4576,Browns,Commanders,2023
4577,Texans,Ravens,2012
4578,Chargers,Steelers,2015
4579,Ravens,Chargers,2015
4580,Rams,Jets,2003
4581,Jets,Lions,2003
4582,Colts,Jaguars,2013
4583,Jaguars,Dolphins,2015
4584,Cowboys,Texans,2008
4585,Texans,Chiefs,2012
4586,Commanders,Lions,2002
4587,Buccaneers,Commanders,2002
4588,Buccaneers,Lions,2017
4589,Lions,Cardinals,2018
4590,Cardinals,Raiders,2018
4591,Falcons,Bears,2015
4592,Bears,Buccaneers,2016
4593,Texans,Seahawks,2019
4594,Seahawks,Titans,2020
4595,Titans,Browns,2021
4596,Browns,Ravens,2023
4597,Texans,Jaguars,2017
4598,Jaguars,Texans,2017
4599,Buccaneers,Browns,2022
4600,Browns,Buccaneers,2022
4601,Ravens,Chiefs,2015
4602,Lions,Patriots,2021
4603,Chargers,Texans,2019
4604,Texans,Chargers,2020
4605,Chargers,Colts,2021
4606,Saints,Packers,2017
4607,Eagles,Jets,2013
4608,Bills,Saints,2014
4609,Saints,Panthers,2017
4610,Browns,Packers,2009
4611,Patriots,Dolphins,2023
4612,Giants,Cardinals,2013
4613,Dolphins,49ers,2021
4614,Chargers,Texans,2013
4615,Saints,Panthers,2003
4616,Panthers,Browns,2010
4617,Browns,Texans,2011
4618,Rams,Colts,2022
4619,Colts,Rams,2022
4620,Raiders,Dolphins,2009
4621,Patriots,Saints,2010
4622,Eagles,Dolphins,2014
4623,Packers,Bills,2020
4624,Dolphins,Rams,2013
4625,Rams,Falcons,2015
4626,Falcons,Vikings,2016
4627,Rams,Cowboys,2021
4628,Jets,Browns,2001
4629,Ravens,Lions,2009
4630,Cardinals,Broncos,2003
4631,Vikings,Saints,2000
4632,Saints,Vikings,2001
4633,Vikings,Saints,2002
4634,Packers,Jaguars,2019
4635,Buccaneers,Packers,2016
4636,Colts,Titans,2008
4637,Titans,Eagles,2012
4638,Packers,Dolphins,2015
4639,Bears,Dolphins,2021
4640,Dolphins,Bears,2021
4641,Dolphins,Browns,2023
4642,Patriots,Raiders,2022
4643,Patriots,Raiders,2023
4644,Vikings,Texans,2021
4645,Falcons,Texans,2022
4646,Texans,Falcons,2022
4647,Ravens,Jets,2020
4648,Dolphins,Cardinals,2019
4649,Cardinals,Bengals,2020
4650,Eagles,Patriots,2021
4651,Ravens,Jaguars,2012
4652,Jaguars,Cardinals,2014
4653,Jaguars,Rams,2019
4654,Eagles,Vikings,2022
4655,Lions,Texans,2022
4656,Texans,Lions,2023
4657,Cardinals,Jets,2014
4658,Saints,Seahawks,2014
4659,Jets,Saints,2014
4660,Chiefs,Colts,2013
4661,Vikings,Saints,2021
4662,Saints,Bears,2022
4663,Falcons,Colts,2011
4664,Colts,Bengals,2012
4665,Chiefs,Broncos,2017
4666,Broncos,Jaguars,2018
4667,Jaguars,Falcons,2008
4668,Eagles,Bears,2005
4669,Cardinals,Colts,2012
4670,Jets,Cardinals,2012
4671,Bills,Steelers,2013
4672,Colts,Bills,2013
4673,Packers,Lions,2021
4674,Lions,Saints,2023
4675,Cowboys,Cardinals,2007
4676,Jets,Seahawks,2020
4677,Lions,Jaguars,2021
4678,Cowboys,Rams,2006
4679,Broncos,Falcons,2019
4680,Falcons,Titans,2021
4681,Packers,Saints,2006
4682,Ravens,Browns,2007
4683,49ers,Panthers,2004
4684,Panthers,Falcons,2006
4685,Chargers,Broncos,2010
4686,Seahawks,Eagles,2010
4687,Eagles,Falcons,2013
4688,Falcons,Raiders,2014
4689,Dolphins,Chargers,2004
4690,Chargers,Lions,2006
4691,Lions,Texans,2007
4692,Texans,Bengals,2008
4693,Cowboys,Dolphins,2004
4694,Dolphins,Jets,2006
4695,Panthers,Jaguars,2003
4696,Jaguars,Saints,2004
4697,Jaguars,Chiefs,2012
4698,Dolphins,Browns,2016
4699,Browns,Broncos,2018
4700,Broncos,Cardinals,2018
4701,Cardinals,Falcons,2019
4702,Falcons,Seahawks,2019
4703,Seahawks,49ers,2020
4704,Eagles,Texans,2010
4705,Bears,Panthers,2010
4706,Vikings,Commanders,2014
4707,Commanders,Saints,2014
4708,Packers,Jets,2015
4709,Buccaneers,Texans,2006
4710,Texans,Buccaneers,2008
4711,Ravens,Giants,2014
4712,Buccaneers,Saints,2020
4713,Buccaneers,Ravens,2004
4714,Browns,Buccaneers,2004
4715,Cardinals,Jaguars,2013
4716,Jaguars,Chiefs,2014
4717,Bears,Texans,2002
4718,Panthers,Bears,2013
4719,Bears,Titans,2014
4720,Titans,Saints,2015
4721,Ravens,Lions,2000
4722,Titans,49ers,2004
4723,Panthers,Giants,2020
4724,Giants,Eagles,2022
4725,Dolphins,Browns,2000
4726,Browns,Jets,2019
4727,Jets,Packers,2020
4728,Giants,Rams,2009
4729,Buccaneers,Colts,2002
4730,Seahawks,Jets,2015
4731,Jets,Falcons,2019
4732,Falcons,Ravens,2021
4733,Ravens,Saints,2021
4734,Texans,Eagles,2013
4735,Eagles,Broncos,2015
4736,Steelers,Cardinals,2021
4737,Packers,Dolphins,2019
4738,Bears,Steelers,2022
4739,Eagles,Jets,2001
4740,Jets,Cardinals,2003
4741,Browns,Commanders,2010
4742,Browns,Jets,2001
4743,Cardinals,Panthers,2000
4744,Browns,Panthers,2012
4745,Jets,Steelers,2002
4746,Broncos,Patriots,2018
4747,Lions,Rams,2007
4748,Steelers,Bengals,2013
4749,Bengals,Steelers,2014
4750,Steelers,Patriots,2017
4751,Chiefs,Raiders,2001
4752,Rams,Cardinals,2003
4753,Cardinals,Jets,2006
4754,Ravens,Saints,2020
4755,Jets,Patriots,2011
4756,Patriots,Ravens,2012
4757,Ravens,Lions,2014
4758,Lions,Bills,2016
4759,Browns,Packers,2004
4760,Packers,Cardinals,2005
4761,Packers,Raiders,2014
4762,Raiders,Packers,2015
4763,Rams,Saints,2016
4764,Cowboys,Dolphins,2001
4765,Chiefs,Jaguars,2017
4766,Chargers,49ers,2018
4767,49ers,Raiders,2020
4768,Jets,Chiefs,2006
4769,Jaguars,Jets,2022
4770,Patriots,Falcons,2011
4771,Falcons,Cardinals,2012
4772,Jaguars,Lions,2000
4773,Falcons,Raiders,2017
4774,Commanders,Eagles,2001
4775,Eagles,Commanders,2004
4776,Ravens,Jaguars,2003
4777,Chargers,Commanders,2002
4778,Bears,Falcons,2021
4779,Steelers,Cowboys,2022
4780,Rams,Packers,2003
4781,Packers,Rams,2003
4782,Rams,Packers,2004
4783,Seahawks,Lions,2003
4784,Jaguars,Rams,2009
4785,Browns,Chiefs,2013
4786,Chiefs,Buccaneers,2015
4787,Dolphins,Jaguars,2015
4788,Buccaneers,Dolphins,2015
4789,Browns,Patriots,2016
4790,Patriots,Browns,2016
4791,Patriots,Browns,2017
4792,Browns,Patriots,2019
4793,Patriots,Lions,2020
4794,Lions,Patriots,2021
4795,Buccaneers,Rams,2002
4796,Rams,Falcons,2004
4797,Browns,Giants,2022
4798,Jaguars,Rams,2001
4799,Rams,Saints,2006
4800,Browns,Lions,2019
4801,Bills,Dolphins,2002
4802,Ravens,Texans,2002
4803,Texans,Seahawks,2005
4804,49ers,Jaguars,2005
4805,Jaguars,Buccaneers,2006
4806,Buccaneers,Broncos,2007
4807,Broncos,Titans,2009
4808,Dolphins,Titans,2019
4809,Titans,Bills,2021
4810,Bills,Commanders,2021
4811,Bears,Falcons,2006
4812,Rams,Steelers,2021
4813,Jaguars,Rams,2021
4814,Commanders,Jets,2019
4815,Jets,Bills,2022
4816,Bills,Commanders,2023
4817,Raiders,Cowboys,2018
4818,Saints,Commanders,2010
4819,Falcons,Browns,2001
4820,Giants,Rams,2018
4821,Rams,Giants,2018
4822,Rams,Falcons,2019
4823,Falcons,Eagles,2020
4824,Bills,Giants,2010
4825,Giants,Steelers,2011
4826,Steelers,Buccaneers,2012
4827,Colts,Titans,2014
4828,Buccaneers,Colts,2014
4829,49ers,Jaguars,2022
4830,Packers,Lions,2017
4831,Chiefs,Vikings,2008
4832,Vikings,Bears,2014
4833,Bears,Panthers,2015
4834,Titans,Rams,2013
4835,Rams,Packers,2016
4836,Packers,Raiders,2017
4837,Raiders,Saints,2019
4838,Saints,Chargers,2021
