,Year,Player,Team,G,College,BirthDate
13,2007,Mason Crosby,Packers,16,Colorado,9/3/1984
14,2007,Rob Davis,Packers,16,Shippensburg,12/10/1968
15,2007,Donald Driver,Packers,15,Alcorn St.,2/2/1975
16,2007,Brett Favre,Packers,16,Southern Miss,10/10/1969
17,2007,Chris Francies,Packers,1,Texas-El Paso,7/26/1982
18,2007,Bubba Franks,Packers,8,Miami (FL),1/6/1978
19,2007,Kabeer Gbaja-Biamila,Packers,15,San Diego St.,9/24/1977
20,2007,Ryan Grant,Packers,15,Notre Dame,12/9/1982
21,2007,Korey Hall,Packers,14,Boise St.,8/5/1983
22,2007,Justin Harrell,Packers,7,Tennessee,2/14/1984
23,2007,Al Harris,Packers,16,Texas A&M-Kingsville,12/7/1974
24,2007,A.J. Hawk,Packers,16,Ohio St.,1/6/1984
25,2007,Carlyle Holiday,Packers,1,Notre Dame,10/4/1981
26,2007,Jason Hunter,Packers,16,Appalachian St.,8/28/1983
27,2007,Brandon Jackson,Packers,11,Nebraska,10/2/1985
28,2007,Cullen Jenkins,Packers,16,Central Michigan,1/20/1981
29,2007,Greg Jennings,Packers,13,Western Michigan,9/21/1983
30,2007,Johnny Jolly,Packers,10,Texas A&M,2/21/1983
31,2007,James Jones,Packers,16,San Jose St.,3/31/1984
32,2007,Aaron Kampman,Packers,15,Iowa,11/30/1979
33,2007,Ryan Krause,Packers,9,Nebraska-Omaha,6/16/1981
34,2007,John Kuhn,Packers,16,Shippensburg,9/9/1982
35,2007,Donald Lee,Packers,15,Mississippi St.,8/31/1980
36,2007,Ruvell Martin,Packers,15,Saginaw Valley St.,8/10/1982
37,2007,Tony Moll,Packers,9,Nevada,8/23/1983
38,2007,Mike Montgomery,Packers,9,Texas A&M,8/18/1983
39,2007,Vernand Morency,Packers,13,Oklahoma St.,2/4/1980
40,2007,Daniel Muir,Packers,3,Kent St.,9/12/1983
41,2007,Craig Nall,Packers,1,"LSU,Northwestern St. (LA)",4/21/1979
42,2007,Tony Palmer,Packers,2,Missouri,2/23/1983
43,2007,Charlie Peprah,Packers,16,Alabama,2/24/1983
44,2007,Ryan Pickett,Packers,14,Ohio St.,10/8/1979
45,2007,Brady Poppinga,Packers,16,BYU,9/21/1979
46,2007,Koren Robinson,Packers,9,North Carolina St.,3/19/1980
47,2007,Aaron Rodgers,Packers,2,"Butte JC (CA),California",12/2/1983
48,2007,Aaron Rouse,Packers,11,Virginia Tech,1/8/1984
49,2007,Jon Ryan,Packers,16,Regina,11/26/1981
50,2007,Jason Spitz,Packers,14,Louisville,12/19/1982
51,2007,Mark Tauscher,Packers,16,Wisconsin,6/17/1977
52,2007,Frank Walker,Packers,12,Tuskegee,8/6/1980
53,2007,Scott Wells,Packers,14,Tennessee,1/17/1981
54,2007,Tracy White,Packers,13,Howard,4/14/1981
55,2007,Corey Williams,Packers,16,Arkansas St.,8/17/1980
56,2007,Tramon Williams,Packers,16,Louisiana Tech,3/16/1983
57,2007,Charles Woodson,Packers,14,Michigan,10/7/1976
58,2007,DeShawn Wynn,Packers,7,Florida,10/9/1983
59,2007,Team Total,Packers,16,,
0,2007,James Anderson,Panthers,10,Virginia Tech,9/26/1983
1,2007,Jason Baker,Panthers,16,Iowa,5/17/1978
2,2007,Jon Beason,Panthers,16,Miami (FL),1/14/1985
3,2007,Jeremy Bridges,Panthers,13,Southern Miss,4/19/1980
4,2007,David Carr,Panthers,6,Fresno St.,7/21/1979
5,2007,Drew Carter,Panthers,16,Ohio St.,9/5/1981
6,2007,Keary Colbert,Panthers,12,USC,5/21/1982
7,2007,Deke Cooper,Panthers,16,Notre Dame,10/18/1977
8,2007,Donte Curry,Panthers,7,Morris Brown,7/22/1978
9,2007,Thomas Davis,Panthers,16,Georgia,3/22/1983
10,2007,Jake Delhomme,Panthers,3,Louisiana,1/10/1975
11,2007,Curtis DeLoatch,Panthers,6,North Carolina A&T,10/4/1981
12,2007,Patrick Dendy,Panthers,7,Rice,3/10/1982
13,2007,Na'il Diggs,Panthers,16,Ohio St.,7/8/1978
14,2007,Christian Fauria,Panthers,15,Colorado,9/22/1971
15,2007,DeShaun Foster,Panthers,16,UCLA,1/10/1980
16,2007,Chris Gamble,Panthers,15,Ohio St.,3/11/1983
17,2007,Gary Gibson,Panthers,1,Rutgers,5/5/1982
18,2007,Nick Goings,Panthers,4,"Ohio St.,Pittsburgh",1/26/1978
19,2007,Otis Grigsby,Panthers,4,Kentucky,11/19/1980
20,2007,Jordan Gross,Panthers,16,Utah,7/20/1980
21,2007,Geoff Hangartner,Panthers,16,Texas A&M,4/22/1982
22,2007,Chris Harris,Panthers,15,La-Monroe,8/6/1982
23,2007,Justin Hartwig,Panthers,15,Kansas,11/21/1978
24,2007,Alex Haynes,Panthers,10,Central Florida,2/13/1982
25,2007,Brad Hoover,Panthers,16,Western Carolina,11/11/1976
26,2007,Brandon Jamison,Panthers,15,"Clemson,West Georgia",7/31/1981
27,2007,Dwayne Jarrett,Panthers,7,USC,9/11/1986
28,2007,Kris Jenkins,Panthers,16,Maryland,8/3/1979
29,2007,Charles Johnson,Panthers,3,Georgia,7/10/1986
30,2007,Ryan Kalil,Panthers,6,USC,3/29/1985
31,2007,John Kasay,Panthers,16,Georgia,10/27/1969
32,2007,Ma'ake Kemoeatu,Panthers,16,Utah,1/10/1979
33,2007,Jeff King,Panthers,16,Virginia Tech,2/19/1983
34,2007,Jason Kyle,Panthers,16,Arizona St.,5/12/1972
35,2007,Damione Lewis,Panthers,15,Miami (FL),3/1/1978
36,2007,Rhys Lloyd,Panthers,1,Minnesota,6/5/1982
37,2007,Ken Lucas,Panthers,16,Mississippi,1/23/1979
38,2007,Marquand Manuel,Panthers,16,Florida,7/11/1979
39,2007,Richard Marshall,Panthers,16,Fresno St.,12/12/1984
40,2007,Evan Mathis,Panthers,1,Alabama,11/1/1981
41,2007,Stanley McClover,Panthers,11,Auburn,12/16/1984
42,2007,Matt Moore,Panthers,9,"College of the Canyons (CA),Oregon St.",8/9/1984
43,2007,Kindal Moorehead,Panthers,16,Alabama,10/14/1978
44,2007,Dan Morgan,Panthers,3,Miami (FL),12/19/1978
45,2007,Julius Peppers,Panthers,14,North Carolina,1/18/1980
46,2007,Ryne Robinson,Panthers,16,Miami (OH),11/4/1984
47,2007,Dante Rosario,Panthers,16,Oregon,10/25/1984
48,2007,Mike Rucker,Panthers,16,Nebraska,2/28/1975
49,2007,Adam Seward,Panthers,11,UNLV,6/15/1982
50,2007,Tim Shaw,Panthers,14,Penn St.,3/27/1984
51,2007,Steve Smith Sr.,Panthers,15,Utah,5/12/1979
52,2007,Quinton Teal,Panthers,15,Coastal Carolina,3/8/1984
53,2007,Vinny Testaverde,Panthers,7,Miami (FL),11/13/1963
54,2007,Mike Wahle,Panthers,16,Navy,3/29/1977
55,2007,Dante Wesley,Panthers,2,Ark-Pine Bluff,4/5/1979
56,2007,Travelle Wharton,Panthers,16,South Carolina,5/19/1981
57,2007,DeAngelo Williams,Panthers,16,Memphis,4/25/1983
58,2007,C.J. Wilson,Panthers,4,Baylor,4/2/1985
59,2007,Team Total,Panthers,16,,
0,2007,Eric Alexander,Patriots,12,LSU,2/8/1982
1,2007,Willie Andrews,Patriots,15,Baylor,11/2/1983
2,2007,Rashad Baker,Patriots,8,Tennessee,2/22/1982
3,2007,Kyle Brady,Patriots,14,Penn St.,1/14/1972
4,2007,Tom Brady,Patriots,16,Michigan,8/3/1977
5,2007,Wesley Britt,Patriots,4,Alabama,11/21/1981
6,2007,Chad Brown,Patriots,2,Colorado,7/12/1970
7,2007,Troy Brown,Patriots,1,Marshall,7/2/1971
8,2007,Tedy Bruschi,Patriots,16,Arizona,6/9/1973
9,2007,Matt Cassel,Patriots,6,USC,5/17/1982
10,2007,Rosevelt Colvin,Patriots,11,Purdue,9/5/1977
11,2007,Kyle Eckel,Patriots,12,Navy,12/30/1981
12,2007,Heath Evans,Patriots,16,Auburn,12/30/1978
13,2007,Kevin Faulk,Patriots,16,LSU,6/5/1976
14,2007,Jabar Gaffney,Patriots,16,Florida,12/1/1980
15,2007,Randall Gay,Patriots,16,LSU,5/5/1982
16,2007,Stephen Gostkowski,Patriots,16,Memphis,1/28/1984
17,2007,Jarvis Green,Patriots,16,LSU,1/12/1979
18,2007,Matt Gutierrez,Patriots,5,Idaho St.,6/9/1984
19,2007,Chris Hanson,Patriots,16,Marshall,10/25/1976
20,2007,Rodney Harrison,Patriots,12,Western Illinois,12/15/1972
21,2007,Ellis Hobbs,Patriots,16,Iowa St.,5/16/1983
22,2007,Russ Hochstein,Patriots,16,Nebraska,10/7/1977
23,2007,Larry Izzo,Patriots,16,Rice,9/26/1974
24,2007,Chad Jackson,Patriots,2,Florida,3/6/1985
25,2007,Eddie Jackson,Patriots,3,Arkansas,12/19/1980
26,2007,Nick Kaczur,Patriots,15,Toledo,7/28/1979
27,2007,Dan Koppen,Patriots,15,Boston Col.,9/12/1979
28,2007,Matt Light,Patriots,16,Purdue,6/23/1978
29,2007,Logan Mankins,Patriots,16,Fresno St.,3/10/1982
30,2007,Laurence Maroney,Patriots,13,Minnesota,2/5/1985
31,2007,Corey Mays,Patriots,1,Notre Dame,11/27/1983
32,2007,Brandon Meriweather,Patriots,16,Miami (FL),1/14/1984
33,2007,Mel Mitchell,Patriots,10,Western Kentucky,2/10/1979
34,2007,Rashad Moore,Patriots,1,Tennessee,3/16/1979
35,2007,Sammy Morris,Patriots,6,Texas Tech,3/23/1977
36,2007,Randy Moss,Patriots,16,Marshall,2/13/1977
37,2007,Steve Neal,Patriots,8,Cal State-Bakersfield,10/9/1976
38,2007,Ryan O'Callaghan,Patriots,15,California,7/19/1983
39,2007,Lonie Paxton,Patriots,16,Sacramento St.,3/13/1978
40,2007,Marcellus Rivers,Patriots,3,Oklahoma St.,10/26/1978
41,2007,Asante Samuel,Patriots,16,Central Florida,1/6/1981
42,2007,James Sanders,Patriots,15,Fresno St.,11/11/1983
43,2007,Junior Seau,Patriots,16,USC,1/19/1969
44,2007,Richard Seymour,Patriots,9,Georgia,10/6/1979
45,2007,Le Kevin Smith,Patriots,13,Nebraska,7/21/1982
46,2007,Stephen Spach,Patriots,3,Fresno St.,7/18/1982
47,2007,Antwain Spann,Patriots,1,"Mississippi Gulf Coast CC,Louisiana",2/22/1983
48,2007,Donte' Stallworth,Patriots,16,Tennessee,11/10/1980
49,2007,Adalius Thomas,Patriots,16,Southern Miss,8/18/1977
50,2007,David Thomas,Patriots,2,Texas,7/5/1983
51,2007,Santonio Thomas,Patriots,4,Miami (FL),7/2/1981
52,2007,Raymond Ventrone,Patriots,2,Villanova,10/21/1982
53,2007,Mike Vrabel,Patriots,16,Ohio St.,8/14/1975
54,2007,Ty Warren,Patriots,16,Texas A&M,2/6/1981
55,2007,Kelley Washington,Patriots,14,Tennessee,8/21/1979
56,2007,Ben Watson,Patriots,12,"Duke,Georgia",12/18/1980
57,2007,Wes Welker,Patriots,16,Texas Tech,5/1/1981
58,2007,Vince Wilfork,Patriots,16,Miami (FL),11/4/1981
59,2007,Eugene Wilson,Patriots,11,Illinois,8/17/1980
60,2007,Pierre Woods,Patriots,16,Michigan,1/6/1982
61,2007,Mike Wright,Patriots,9,"Ashland,Cincinnati",3/1/1982
62,2007,Billy Yates,Patriots,7,Texas A&M,4/15/1980
63,2007,Team Total,Patriots,16,,
0,2007,Jon Alston,Raiders,13,Stanford,6/4/1983
1,2007,Nnamdi Asomugha,Raiders,15,California,7/6/1981
2,2007,John Bowie,Raiders,2,Cincinnati,5/11/1984
3,2007,Tyler Brayton,Raiders,16,Colorado,11/20/1979
4,2007,Ricky Brown,Raiders,16,Boston Col.,12/27/1983
5,2007,Derrick Burgess,Raiders,14,Mississippi,8/12/1978
6,2007,Cooper Carlisle,Raiders,16,Florida,8/11/1977
7,2007,Chris Carr,Raiders,16,Boise St.,4/30/1983
8,2007,Chris Clemons,Raiders,16,Georgia,10/31/1981
9,2007,Jon Condo,Raiders,16,Maryland,8/26/1981
10,2007,Jarrod Cooper,Raiders,6,Kansas St.,3/31/1978
11,2007,Daunte Culpepper,Raiders,7,Central Florida,1/28/1977
12,2007,Ronald Curry,Raiders,16,North Carolina,5/28/1979
13,2007,Tim Dwight,Raiders,6,Iowa,7/13/1975
14,2007,Adimchinobe Echemandu,Raiders,2,California,11/21/1980
15,2007,Isaiah Ekejiuba,Raiders,10,Virginia,10/5/1981
16,2007,Hiram Eugene,Raiders,16,Louisiana Tech,11/24/1980
17,2007,Justin Fargas,Raiders,14,"Michigan,USC",1/25/1980
18,2007,Robert Gallery,Raiders,16,Iowa,7/26/1980
19,2007,Cornell Green,Raiders,10,Central Florida,8/25/1976
20,2007,Justin Griffith,Raiders,16,Mississippi St.,7/21/1980
21,2007,Jake Grove,Raiders,7,Virginia Tech,1/22/1980
22,2007,Mario Henderson,Raiders,1,Florida St.,10/29/1984
23,2007,Johnnie Lee Higgins,Raiders,16,Texas-El Paso,9/8/1983
24,2007,Thomas Howard,Raiders,16,Texas-El Paso,7/14/1983
25,2007,Michael Huff,Raiders,16,Texas,3/6/1983
26,2007,Sebastian Janikowski,Raiders,16,Florida St.,3/2/1978
27,2007,Chris Johnson,Raiders,13,"Blinn College (TX),Louisville",9/25/1979
28,2007,LaMont Jordan,Raiders,12,Maryland,11/11/1978
29,2007,Tommy Kelly,Raiders,7,Mississippi St.,12/27/1980
30,2007,Shane Lechler,Raiders,16,Texas A&M,8/7/1976
31,2007,John Madsen,Raiders,16,Utah,5/9/1983
32,2007,Josh McCown,Raiders,9,"SMU,Sam Houston St.",7/4/1979
33,2007,Chris McFoy,Raiders,3,USC,8/14/1983
34,2007,Paul McQuistan,Raiders,16,Weber St.,4/30/1983
35,2007,Zach Miller,Raiders,16,Arizona St.,12/11/1985
36,2007,Chris Morris,Raiders,10,Michigan St.,2/22/1983
37,2007,Kirk Morrison,Raiders,16,San Diego St.,2/19/1982
38,2007,Jeremy Newberry,Raiders,14,California,3/23/1976
39,2007,Oren O'Neal,Raiders,14,Arkansas St.,9/8/1983
40,2007,Jerry Porter,Raiders,16,West Virginia,7/14/1978
41,2007,Dominic Rhodes,Raiders,10,Midwestern St.,1/17/1979
42,2007,Jay Richardson,Raiders,16,Ohio St.,1/27/1984
43,2007,Stanford Routt,Raiders,16,Houston,7/23/1983
44,2007,JaMarcus Russell,Raiders,4,LSU,8/9/1985
45,2007,Terdell Sands,Raiders,16,"Tennessee,Chattanooga",10/31/1979
46,2007,Warren Sapp,Raiders,16,Miami (FL),12/19/1972
47,2007,Stuart Schweigert,Raiders,15,Purdue,6/21/1981
48,2007,Josh Shaw,Raiders,1,Michigan St.,9/7/1979
49,2007,Barry Sims,Raiders,16,"Utah St.,Utah",12/1/1974
50,2007,Tony Stewart,Raiders,16,Penn St.,8/9/1979
51,2007,Travis Taylor,Raiders,1,Florida,3/30/1978
52,2007,Robert Thomas,Raiders,14,UCLA,7/17/1980
53,2007,Andrew Walter,Raiders,1,Arizona St.,5/11/1982
54,2007,B.J. Ward,Raiders,4,Florida St.,11/4/1981
55,2007,Gerard Warren,Raiders,12,Florida,7/25/1978
56,2007,Fabian Washington,Raiders,15,Nebraska,6/9/1983
57,2007,Mike Williams,Raiders,6,USC,1/4/1984
58,2007,Sam Williams,Raiders,11,Fresno St.,7/28/1980
59,2007,Team Total,Raiders,16,,
0,2007,Victor Adeyanju,Rams,15,Indiana,2/11/1983
1,2007,Rich Alexis,Rams,1,Washington,5/6/1981
2,2007,O.J. Atogwe,Rams,16,Stanford,6/23/1981
3,2007,Alex Barron,Rams,16,Florida St.,9/28/1982
4,2007,Ron Bartell,Rams,16,Howard,2/22/1982
5,2007,Eric Bassey,Rams,8,Oklahoma,1/23/1983
6,2007,Drew Bennett,Rams,14,UCLA,8/26/1978
7,2007,Brock Berlin,Rams,1,"Florida,Miami (FL)",7/4/1981
8,2007,Fakhir Brown,Rams,12,Grambling St.,9/21/1977
9,2007,Milford Brown,Rams,16,"East Mississippi CC,Florida St.",8/15/1980
10,2007,Isaac Bruce,Rams,14,Memphis,11/10/1972
11,2007,Marc Bulger,Rams,12,West Virginia,4/5/1977
12,2007,Dominique Byrd,Rams,9,USC,2/7/1984
13,2007,Adam Carriker,Rams,16,Nebraska,5/6/1984
14,2007,Jerome Carter,Rams,5,Florida St.,10/25/1982
15,2007,Corey Chavous,Rams,14,Vanderbilt,1/15/1976
16,2007,Brandon Chillar,Rams,15,UCLA,10/21/1982
17,2007,Quinton Culberson,Rams,14,Mississippi St.,10/21/1985
18,2007,Chris Draft,Rams,16,Stanford,2/26/1976
19,2007,Gus Frerotte,Rams,8,Tulsa,7/31/1971
20,2007,Dustin Fry,Rams,4,Clemson,10/3/1983
21,2007,La'Roi Glover,Rams,16,San Diego St.,7/4/1974
22,2007,Adam Goldberg,Rams,4,Wyoming,8/12/1980
23,2007,Brandon Gorin,Rams,11,Purdue,7/17/1978
24,2007,Marques Hagans,Rams,4,Virginia,12/29/1982
25,2007,Dante Hall,Rams,7,Texas A&M,9/20/1978
26,2007,James Hall,Rams,15,Michigan,2/4/1977
27,2007,Madison Hedgecock,Rams,1,North Carolina,8/27/1981
28,2007,Tye Hill,Rams,8,Clemson,6/3/1982
29,2007,Torry Holt,Rams,16,North Carolina St.,6/5/1976
30,2007,Richie Incognito,Rams,4,"Nebraska,Oregon",7/5/1983
31,2007,Steven Jackson,Rams,12,Oregon St.,7/22/1983
32,2007,Todd Johnson,Rams,16,Florida,12/18/1978
33,2007,Trevor Johnson,Rams,9,Nebraska,2/26/1981
34,2007,Donnie Jones,Rams,16,LSU,7/5/1980
35,2007,Bhawoh Jue,Rams,1,Penn St.,5/24/1979
36,2007,Joe Klopfenstein,Rams,16,Colorado,11/9/1983
37,2007,Nick Leckey,Rams,3,Kansas St.,3/12/1982
38,2007,Brian Leonard,Rams,16,Rutgers,2/3/1984
39,2007,Leonard Little,Rams,7,Tennessee,10/19/1974
40,2007,Dane Looker,Rams,13,Washington,4/5/1976
41,2007,Chris Massey,Rams,16,Marshall,8/21/1979
42,2007,Andy McCollum,Rams,15,Toledo,6/2/1970
43,2007,Tim McGarigle,Rams,12,Northwestern,10/25/1983
44,2007,Randy McMichael,Rams,16,Georgia,6/28/1979
45,2007,Hanik Milligan,Rams,7,Houston,11/3/1979
46,2007,Travis Minor,Rams,14,Florida St.,6/30/1979
47,2007,Eric Moore,Rams,7,Florida St.,2/28/1981
48,2007,Richard Owens,Rams,14,Louisville,11/4/1980
49,2007,Orlando Pace,Rams,1,Ohio St.,11/4/1975
50,2007,Rob Petitti,Rams,5,Pittsburgh,5/21/1982
51,2007,Antonio Pittman,Rams,11,Ohio St.,12/19/1985
52,2007,Brett Romberg,Rams,9,Miami (FL),10/10/1979
53,2007,Clifton Ryan,Rams,16,Michigan St.,2/18/1984
54,2007,Mark Setterstrom,Rams,3,Minnesota,3/3/1984
55,2007,Raonall Smith,Rams,4,Washington St.,10/22/1978
56,2007,Derek Stanley,Rams,3,Wisconsin–Whitewater,8/27/1985
57,2007,Todd Steussie,Rams,6,California,12/1/1970
58,2007,Travis Taylor,Rams,1,Florida,3/30/1978
59,2007,Claude Terrell,Rams,6,New Mexico,4/20/1982
60,2007,Pisa Tinoisamoa,Rams,9,Hawaii,7/15/1981
61,2007,Darius Vinnett,Rams,8,Arkansas,9/30/1984
62,2007,Jonathan Wade,Rams,16,Tennessee,3/27/1984
63,2007,Aaron Walker,Rams,7,Florida,3/14/1980
64,2007,Lenny Walls,Rams,5,"St. Mary's (CA),Boston Col.",9/26/1979
65,2007,Jeff Wilkins,Rams,16,Youngstown St.,4/19/1972
66,2007,Brandon Williams,Rams,7,Wisconsin,2/24/1984
67,2007,Will Witherspoon,Rams,16,Georgia,8/19/1980
68,2007,Claude Wroten,Rams,11,LSU,9/16/1983
69,2007,Team Total,Rams,16,,
0,2007,Mike Anderson,Ravens,8,Utah,9/21/1973
1,2007,Justin Bannan,Ravens,15,Colorado,4/18/1979
2,2007,Antwan Barnes,Ravens,14,Florida International,10/19/1984
3,2007,Kyle Boller,Ravens,12,California,6/17/1981
4,2007,Jason Brown,Ravens,16,North Carolina,5/5/1983
5,2007,Prescott Burgess,Ravens,8,Michigan,3/6/1984
6,2007,Chris Chester,Ravens,16,Oklahoma,1/12/1983
7,2007,Mark Clayton,Ravens,16,Oklahoma,7/2/1982
8,2007,Devard Darling,Ravens,16,"Florida St.,Washington St.",4/16/1982
9,2007,Dwan Edwards,Ravens,16,Oregon St.,5/16/1981
10,2007,Yamon Figurs,Ravens,14,Kansas St.,1/10/1983
11,2007,Mike Flynn,Ravens,15,Maine,6/15/1974
12,2007,Jared Gaither,Ravens,6,Maryland,3/18/1986
13,2007,Willie Gaston,Ravens,4,Houston,12/15/1982
14,2007,Amon Gordon,Ravens,1,Stanford,10/13/1981
15,2007,Justin Green,Ravens,15,Montana,4/30/1982
16,2007,Kelly Gregg,Ravens,16,Oklahoma,11/1/1976
17,2007,Nick Greisen,Ravens,14,Wisconsin,8/10/1979
18,2007,Ben Grubbs,Ravens,16,Auburn,3/10/1984
19,2007,Dennis Haley,Ravens,2,Virginia,2/18/1982
20,2007,Todd Heap,Ravens,6,Arizona St.,3/16/1980
21,2007,Corey Ivy,Ravens,16,Oklahoma,3/29/1977
22,2007,Jarret Johnson,Ravens,16,Alabama,8/14/1981
23,2007,Edgar Jones,Ravens,4,SE Missouri St.,12/1/1984
24,2007,Matt Katula,Ravens,16,Wisconsin,8/22/1982
25,2007,Sam Koch,Ravens,16,Nebraska,8/13/1982
26,2007,Michael Kracalik,Ravens,2,San Diego St.,9/9/1982
27,2007,Dawan Landry,Ravens,16,Georgia Tech,12/30/1982
28,2007,Ray Lewis,Ravens,14,Miami (FL),5/15/1975
29,2007,Rhys Lloyd,Ravens,2,Minnesota,6/5/1982
30,2007,Derrick Martin,Ravens,16,Wyoming,5/16/1985
31,2007,Derrick Mason,Ravens,16,Michigan St.,1/17/1974
32,2007,Chris McAlister,Ravens,8,Arizona,6/14/1977
33,2007,Le'Ron McClain,Ravens,16,Alabama,12/27/1984
34,2007,Robert McCune,Ravens,2,Louisville,3/9/1979
35,2007,Willis McGahee,Ravens,15,Miami (FL),10/21/1981
36,2007,Steve McNair,Ravens,6,Alcorn St.,2/14/1973
37,2007,Haloti Ngata,Ravens,16,Oregon,1/21/1984
38,2007,Jake Nordin,Ravens,1,Northern Illinois,7/8/1984
39,2007,Jonathan Ogden,Ravens,11,UCLA,7/31/1974
40,2007,J'Vonne Parker,Ravens,1,Rutgers,6/7/1982
41,2007,David Pittman,Ravens,7,Northwestern St. (LA),10/14/1983
42,2007,Ronnie Prude,Ravens,15,LSU,6/4/1982
43,2007,Trevor Pryce,Ravens,5,"Michigan,Clemson",8/3/1975
44,2007,Ed Reed,Ravens,16,Miami (FL),9/11/1978
45,2007,Samari Rolle,Ravens,6,Florida St.,8/10/1976
46,2007,Cory Ross,Ravens,6,Nebraska,9/22/1982
47,2007,B.J. Sams,Ravens,1,McNeese St.,10/29/1980
48,2007,Gerome Sapp,Ravens,9,Notre Dame,2/8/1981
49,2007,Bart Scott,Ravens,16,Southern Illinois,8/18/1980
50,2007,Musa Smith,Ravens,16,Georgia,5/31/1982
51,2007,Troy Smith,Ravens,4,Ohio St.,7/20/1984
52,2007,Gary Stills,Ravens,16,West Virginia,7/11/1974
53,2007,Matt Stover,Ravens,16,Louisiana Tech,1/27/1968
54,2007,Terrell Suggs,Ravens,16,Arizona St.,10/11/1982
55,2007,Quinn Sypniewski,Ravens,15,Colorado,4/14/1982
56,2007,Adam Terry,Ravens,13,Syracuse,9/1/1982
57,2007,Lee Vickers,Ravens,9,North Alabama,3/13/1981
58,2007,Daniel Wilcox,Ravens,5,"Georgia Military,Appalachian St.",3/23/1977
59,2007,Demetrius Williams,Ravens,9,Oregon,3/28/1983
60,2007,Matt Willis,Ravens,5,UCLA,4/13/1984
61,2007,Jamaine Winborne,Ravens,16,Virginia,12/26/1980
62,2007,Marshal Yanda,Ravens,16,Iowa,9/15/1984
63,2007,Team Total,Ravens,16,,
0,2007,Chris Barclay,Saints,1,Wake Forest,10/15/1983
1,2007,Jay Bellamy,Saints,3,Rutgers,7/8/1972
2,2007,McKinley Boykin,Saints,3,Mississippi,3/24/1983
3,2007,Jamaal Branch,Saints,4,Colgate,1/30/1981
4,2007,Drew Brees,Saints,16,Purdue,1/15/1979
5,2007,Jammal Brown,Saints,15,Oklahoma,3/30/1981
6,2007,Josh Bullocks,Saints,14,Nebraska,2/28/1983
7,2007,Reggie Bush,Saints,12,USC,3/2/1985
8,2007,Jermon Bushrod,Saints,1,Towson,8/19/1984
9,2007,Kendrick Clancy,Saints,14,Mississippi,9/17/1978
10,2007,Marques Colston,Saints,16,Hofstra,6/5/1983
11,2007,Josh Cooper,Saints,13,Mississippi,12/5/1980
12,2007,Terrance Copper,Saints,15,East Carolina,3/12/1982
13,2007,Jason Craft,Saints,16,Colorado St.,2/13/1976
14,2007,Jason David,Saints,13,Washington St.,6/12/1982
15,2007,Jahri Evans,Saints,16,Bloomsburg,8/22/1983
16,2007,Troy Evans,Saints,16,Cincinnati,12/3/1977
17,2007,Jeff Faine,Saints,14,Notre Dame,4/6/1981
18,2007,Alfred Fincher,Saints,7,Connecticut,8/15/1983
19,2007,Scott Fujita,Saints,15,California,4/28/1979
20,2007,Ronnie Ghent,Saints,8,Louisville,1/5/1980
21,2007,Jonathan Goodwin,Saints,13,"Ohio,Michigan",12/2/1978
22,2007,Martin Gramatica,Saints,3,Kansas St.,11/27/1975
23,2007,Charles Grant,Saints,14,Georgia,9/3/1978
24,2007,Roman Harper,Saints,16,Alabama,12/11/1982
25,2007,Devery Henderson,Saints,16,LSU,3/26/1982
26,2007,Kevin Houser,Saints,16,Ohio St.,8/23/1977
27,2007,Eric Johnson,Saints,14,Yale,9/15/1979
28,2007,Kevin Kaesviharn,Saints,16,Augustana (SD),8/29/1976
29,2007,Mike Karney,Saints,16,Arizona St.,7/6/1981
30,2007,Antwan Lake,Saints,15,West Virginia,7/10/1979
31,2007,Olindo Mare,Saints,13,"MacMurray,Syracuse",6/6/1973
32,2007,Jamie Martin,Saints,3,Weber St.,2/8/1970
33,2007,Deuce McAllister,Saints,3,Mississippi,12/27/1978
34,2007,Matt McCoy,Saints,4,San Diego St.,10/14/1982
35,2007,Mike McKenzie,Saints,15,Memphis,4/26/1976
36,2007,Billy Miller,Saints,16,USC,4/24/1977
37,2007,Marvin Mitchell,Saints,10,Tennessee,10/21/1984
38,2007,Lance Moore,Saints,16,Toledo,8/31/1983
39,2007,Jamar Nesbit,Saints,16,South Carolina,12/17/1976
40,2007,John Owens,Saints,8,Notre Dame,1/10/1980
41,2007,David Patten,Saints,16,Western Carolina,8/19/1974
42,2007,Chris Reis,Saints,14,Georgia Tech,9/19/1983
43,2007,Josh Savage,Saints,1,Utah,9/28/1980
44,2007,Scott Shanle,Saints,14,Nebraska,11/23/1979
45,2007,Brian Simmons,Saints,16,North Carolina,6/21/1975
46,2007,Mark Simoneau,Saints,16,Kansas St.,1/16/1977
47,2007,Will Smith,Saints,16,Ohio St.,7/4/1981
48,2007,Aaron Stecker,Saints,16,"Wisconsin,Western Illinois",11/13/1975
49,2007,Jon Stinchcomb,Saints,16,Georgia,8/27/1979
50,2007,Zach Strief,Saints,16,Northwestern,9/22/1983
51,2007,Fred Thomas,Saints,7,"Northwest Mississippi CC,Miss. Valley St.,Mississippi,UT Martin",9/11/1973
52,2007,Hollis Thomas,Saints,16,Northern Illinois,1/10/1974
53,2007,Pierre Thomas,Saints,12,Illinois,12/18/1984
54,2007,Steve Weatherford,Saints,16,Illinois,12/17/1982
55,2007,Renaldo Wynn,Saints,12,Notre Dame,9/3/1974
