,Year,G,Player,BirthDate,College,From,To,Active,Transactions
1195,2016,4,Antonio Cromartie,4/15/1984,Florida St.,Jets,Colts,False,1
1196,1999,3,Antonio Dingle,10/7/1976,Virginia,Packers,Panthers,False,1
1197,1999,6,Antonio Dingle,10/7/1976,Virginia,College,Packers,False,1
1198,2009,16,Antonio Dixon,7/17/1985,Miami (FL),College,Eagles,False,1
1199,2012,1,Antonio Dixon,7/17/1985,Miami (FL),Colts,Eagles,False,1
1200,2012,2,Antonio Dixon,7/17/1985,Miami (FL),Eagles,Colts,False,1
1201,1999,14,Antonio Edwards,3/10/1970,Valdosta St.,College,Panthers,False,1
1202,1999,16,Antonio Freeman,5/27/1972,Virginia Tech,College,Packers,False,1
1203,2002,16,Antonio Freeman,5/27/1972,Virginia Tech,Packers,Eagles,False,1
1204,2003,15,Antonio Freeman,5/27/1972,Virginia Tech,Eagles,Packers,False,1
1205,2020,6,Antonio Gandy-Golden,4/11/1998,Liberty,College,Commanders,False,1
1206,2003,4,Antonio Garay,11/30/1979,Boston Col.,College,Browns,False,1
1207,2006,4,Antonio Garay,11/30/1979,Boston Col.,Browns,Bears,False,1
1208,2009,2,Antonio Garay,11/30/1979,Boston Col.,Bears,Chargers,False,1
1209,2003,15,Antonio Gates,6/18/1980,Kent St.,College,Chargers,False,1
1210,2020,14,Antonio Gibson,6/23/1998,Memphis,College,Commanders,False,1
1211,2016,4,Antonio Hamilton,1/24/1993,South Carolina St.,College,Raiders,False,1
1212,2018,13,Antonio Hamilton,1/24/1993,South Carolina St.,Raiders,Giants,False,1
1213,2020,16,Antonio Hamilton,1/24/1993,South Carolina St.,Giants,Chiefs,False,1
1214,2021,17,Antonio Hamilton,1/24/1993,South Carolina St.,Chiefs,Cardinals,False,1
1215,2008,8,Antonio Johnson,12/8/1984,Mississippi St.,College,Colts,False,1
1216,2013,16,Antonio Johnson,12/8/1984,Mississippi St.,Colts,Titans,False,1
1217,2023,3,Antonio Johnson,10/29/2001,Texas A&M,College,Jaguars,True,1
1218,1999,13,Antonio Langham,7/31/1972,Alabama,College,Browns,False,1
1219,2000,15,Antonio Langham,7/31/1972,Alabama,Browns,Patriots,False,1
1220,2016,16,Antonio Morrison,12/6/1994,Florida,College,Colts,False,1
1221,2018,16,Antonio Morrison,12/6/1994,Florida,Colts,Packers,False,1
1222,2005,1,Antonio Perkins,1/9/1982,Oklahoma,College,Browns,False,1
1223,2001,16,Antonio Pierce,10/26/1978,Arizona,College,Commanders,False,1
1224,2005,13,Antonio Pierce,10/26/1978,Arizona,Commanders,Giants,False,1
1225,2007,11,Antonio Pittman,12/19/1985,Ohio St.,College,Rams,False,1
1226,2004,2,Antonio Smith,10/21/1981,Oklahoma St.,College,Cardinals,False,1
1227,2009,16,Antonio Smith,10/21/1981,Oklahoma St.,Cardinals,Texans,False,1
1228,2014,16,Antonio Smith,10/21/1981,Oklahoma St.,Texans,Raiders,False,1
1229,2015,16,Antonio Smith,10/21/1981,Oklahoma St.,Raiders,Broncos,False,1
1230,2016,13,Antonio Smith,10/21/1981,Oklahoma St.,Broncos,Texans,False,1
1231,2020,1,Antonio Williams,10/22/1997,North Carolina,College,Bills,False,1
1232,2022,2,Antonio Williams,10/22/1997,North Carolina,Bills,Giants,False,1
1233,2000,1,Antonio Wilson,12/29/1977,Texas A&M-Commerce,College,Vikings,False,1
1234,2017,8,Antony Auclair,5/28/1993,Laval,College,Buccaneers,False,1
1235,2021,16,Antony Auclair,5/28/1993,Laval,Buccaneers,Texans,False,1
1236,2000,8,Antony Jordan,12/19/1974,Vanderbilt,College,Falcons,False,1
1237,1999,14,Antowain Smith,3/14/1972,"East Mississippi CC,Houston",College,Bills,False,1
1238,2001,16,Antowain Smith,3/14/1972,"East Mississippi CC,Houston",Bills,Patriots,False,1
1239,2004,13,Antowain Smith,3/14/1972,"East Mississippi CC,Houston",Patriots,Titans,False,1
1240,2005,16,Antowain Smith,3/14/1972,"East Mississippi CC,Houston",Titans,Saints,False,1
1241,2005,5,Antrel Rolle,12/16/1982,Miami (FL),College,Cardinals,False,1
1242,2010,16,Antrel Rolle,12/16/1982,Miami (FL),Cardinals,Giants,False,1
1243,2015,7,Antrel Rolle,12/16/1982,Miami (FL),Giants,Bears,False,1
1244,2005,2,Anttaj Hawthorne,11/15/1981,Wisconsin,College,Raiders,False,1
1245,1999,16,Antuan Edwards,5/26/1977,Clemson,College,Packers,False,1
1246,2004,6,Antuan Edwards,5/26/1977,Clemson,Dolphins,Rams,False,1
1247,2004,8,Antuan Edwards,5/26/1977,Clemson,Packers,Dolphins,False,1
1248,2005,4,Antuan Edwards,5/26/1977,Clemson,Rams,Falcons,False,1
1249,2002,16,Antwaan Randle El,8/17/1979,Indiana,College,Steelers,False,1
1250,2006,16,Antwaan Randle El,8/17/1979,Indiana,Steelers,Commanders,False,1
1251,2010,16,Antwaan Randle El,8/17/1979,Indiana,Commanders,Steelers,False,1
1252,2006,8,Antwain Spann,2/22/1983,"Mississippi Gulf Coast CC,Louisiana",College,Patriots,False,1
1253,2008,14,Antwan Applewhite,12/31/1985,San Diego St.,College,Chargers,False,1
1254,2011,12,Antwan Applewhite,12/31/1985,San Diego St.,Chargers,Panthers,False,1
1255,2007,14,Antwan Barnes,10/19/1984,Florida International,College,Ravens,False,1
1256,2010,2,Antwan Barnes,10/19/1984,Florida International,Chargers,Eagles,False,1
1257,2010,11,Antwan Barnes,10/19/1984,Florida International,Ravens,Chargers,False,1
1258,2011,16,Antwan Barnes,10/19/1984,Florida International,Eagles,Chargers,False,1
1259,2013,5,Antwan Barnes,10/19/1984,Florida International,Chargers,Jets,False,1
1260,2000,14,Antwan Harris,5/29/1977,Virginia,College,Patriots,False,1
1261,2002,9,Antwan Lake,7/10/1979,West Virginia,College,Lions,False,1
1262,2004,16,Antwan Lake,7/10/1979,West Virginia,Lions,Falcons,False,1
1263,2006,15,Antwan Lake,7/10/1979,West Virginia,Falcons,Saints,False,1
1264,2004,16,Antwan Odom,9/24/1981,Alabama,College,Titans,False,1
1265,2008,12,Antwan Odom,9/24/1981,Alabama,Titans,Bengals,False,1
1266,2003,10,Antwan Peek,10/29/1979,Cincinnati,College,Texans,False,1
1267,2007,14,Antwan Peek,10/29/1979,Cincinnati,Texans,Browns,False,1
1268,2008,14,Antwaun Molden,1/23/1985,East. Kentucky,College,Texans,False,1
1269,2011,16,Antwaun Molden,1/23/1985,East. Kentucky,Texans,Patriots,False,1
1270,2012,3,Antwaun Molden,1/23/1985,East. Kentucky,Patriots,Jaguars,False,1
1271,2016,1,Antwaun Woods,1/3/1993,USC,College,Titans,False,1
1272,2018,15,Antwaun Woods,1/3/1993,USC,Titans,Cowboys,False,1
1273,2021,7,Antwaun Woods,1/3/1993,USC,Cowboys,Colts,False,1
1274,2022,1,Antwaun Woods,1/3/1993,USC,Colts,Cardinals,False,1
1275,2016,14,Antwione Williams,5/26/1993,Georgia Southern,College,Lions,False,1
1276,2012,16,Antwon Blake,8/9/1990,Texas-El Paso,College,Jaguars,False,1
1277,2013,14,Antwon Blake,8/9/1990,Texas-El Paso,Jaguars,Steelers,False,1
1278,2016,16,Antwon Blake,8/9/1990,Texas-El Paso,Steelers,Titans,False,1
1279,2006,1,Antwon Burton,7/11/1983,Temple,College,Broncos,False,1
1280,2009,2,Antwon Burton,7/11/1983,Temple,Broncos,Panthers,False,1
1281,2008,1,Anwar Phillips,10/25/1982,Penn St.,College,Ravens,False,1
1282,2008,15,Aqib Talib,2/13/1986,Kansas,College,Buccaneers,False,1
1283,2012,6,Aqib Talib,2/13/1986,Kansas,Buccaneers,Patriots,False,1
1284,2014,15,Aqib Talib,2/13/1986,Kansas,Patriots,Broncos,False,1
1285,2018,8,Aqib Talib,2/13/1986,Kansas,Broncos,Rams,False,1
1286,2021,3,Ar'Darius Washington,11/2/1999,TCU,College,Ravens,False,1
1287,2017,15,ArDarius Stewart,12/8/1993,Alabama,College,Jets,False,1
1288,2018,16,Arden Key,5/3/1996,LSU,College,Raiders,True,1
1289,2021,17,Arden Key,5/3/1996,LSU,Raiders,49ers,True,1
1290,2022,17,Arden Key,5/3/1996,LSU,49ers,Jaguars,True,1
1291,2023,6,Arden Key,5/3/1996,LSU,Jaguars,Titans,True,1
1292,2009,6,Arian Foster,8/24/1986,Tennessee,College,Texans,False,1
1293,2016,4,Arian Foster,8/24/1986,Tennessee,Texans,Dolphins,False,1
1294,2000,15,Aric Morris,7/22/1977,Michigan St.,College,Titans,False,1
1295,2003,4,Aric Morris,7/22/1977,Michigan St.,Titans,Patriots,False,1
1296,2015,3,Arie Kouandjio,4/23/1992,Alabama,College,Commanders,False,1
1297,2015,16,Arik Armstead,11/15/1993,Oregon,College,49ers,False,1
1298,2003,2,Arland Bruce,11/23/1977,Minnesota,College,49ers,False,1
1299,2003,16,Arlen Harris,4/22/1980,"Virginia,Hofstra",College,Rams,False,1
1300,2006,10,Arlen Harris,4/22/1980,"Virginia,Hofstra",Rams,Lions,False,1
1301,2020,9,Arlington Hambright,1/30/1996,Colorado,College,Bears,True,1
1302,2023,0,Arlington Hambright,1/30/1996,Colorado,Bears,Colts,True,1
1303,2011,2,Armando Allen,4/30/1989,Notre Dame,College,Bears,False,1
1304,2022,11,Armani Rogers,12/4/1997,"UNLV,Ohio",College,Commanders,False,1
1305,2018,5,Armani Watts,3/19/1996,Texas A&M,College,Chiefs,False,1
1306,2010,3,Armanti Edwards,3/8/1988,Appalachian St.,College,Panthers,False,1
1307,2013,2,Armanti Edwards,3/8/1988,Appalachian St.,Panthers,Browns,False,1
1308,2013,4,Armanti Edwards,3/8/1988,Appalachian St.,Browns,Panthers,False,1
1309,2000,15,Armegis Spearman,4/5/1978,Mississippi,College,Bengals,False,1
1310,2003,1,Armegis Spearman,4/5/1978,Mississippi,Bengals,Texans,False,1
1311,2012,3,Armon Binns,9/8/1989,Cincinnati,Bengals,Dolphins,False,1
1312,2012,8,Armon Binns,9/8/1989,Cincinnati,College,Bengals,False,1
1313,2000,4,Armon Hatcher,7/15/1976,Oregon St.,College,Chargers,False,1
1314,2019,7,Armon Watts,7/22/1996,Arkansas,College,Vikings,True,1
1315,2022,17,Armon Watts,7/22/1996,Arkansas,Vikings,Bears,True,1
1316,2023,4,Armon Watts,7/22/1996,Arkansas,Bears,Steelers,True,1
1317,2011,3,Armond Smith,5/7/1986,"Hutchinson (KS),Shorter University,Union (KY)",College,Browns,False,1
1318,2012,4,Armond Smith,5/7/1986,"Hutchinson (KS),Shorter University,Union (KY)",Browns,Panthers,False,1
1319,2013,12,Armonty Bryant,5/20/1990,East Central (OK),College,Browns,False,1
1320,2016,5,Armonty Bryant,5/20/1990,East Central (OK),Browns,Lions,False,1
1321,2003,8,Arnaz Battle,2/22/1980,Notre Dame,College,49ers,False,1
1322,2010,15,Arnaz Battle,2/22/1980,Notre Dame,49ers,Steelers,False,1
1323,2022,16,Arnold Ebiketie,1/23/1999,"Temple,Penn St.",College,Falcons,False,1
1324,2006,7,Arnold Harrison,9/20/1982,Georgia,College,Steelers,False,1
1325,2009,4,Arnold Harrison,9/20/1982,Georgia,Steelers,Browns,False,1
1326,2009,8,Arnold Harrison,9/20/1982,Georgia,Browns,Steelers,False,1
1327,2001,16,Arnold Jackson,4/9/1977,Louisville,College,Cardinals,False,1
1328,1999,9,Arnold Miller,1/3/1975,LSU,College,Browns,False,1
1329,2010,15,Arrelious Benn,9/8/1988,Illinois,College,Buccaneers,False,1
1330,2016,15,Arrelious Benn,9/8/1988,Illinois,Buccaneers,Jaguars,False,1
1331,2022,3,Arron Mosby,4/13/1999,Fresno St.,College,Panthers,False,1
1332,2007,16,Arron Sears,10/25/1984,Tennessee,College,Buccaneers,False,1
1333,2021,17,Arryn Siposs,11/25/1992,Auburn,College,Eagles,False,1
1334,2020,5,Artavis Pierce,5/17/1996,Oregon St.,College,Bears,False,1
1335,2013,14,Arthur Brown,6/1/1993,Kansas St.,College,Ravens,False,1
1336,2016,2,Arthur Brown,6/1/1993,Kansas St.,Jaguars,Jets,False,1
1337,2016,12,Arthur Brown,6/1/1993,Kansas St.,Ravens,Jaguars,False,1
1338,2010,2,Arthur Jones,6/30/1986,Syracuse,College,Ravens,False,1
1339,2014,9,Arthur Jones,6/30/1986,Syracuse,Ravens,Colts,False,1
1340,2017,1,Arthur Jones,6/30/1986,Syracuse,Colts,Commanders,False,1
1341,2017,6,Arthur Maulet,7/13/1993,Memphis,College,Saints,True,1
1342,2018,1,Arthur Maulet,7/13/1993,Memphis,Colts,Saints,True,1
1343,2018,5,Arthur Maulet,7/13/1993,Memphis,Saints,Colts,True,1
1344,2019,12,Arthur Maulet,7/13/1993,Memphis,Saints,Jets,True,1
1345,2021,16,Arthur Maulet,7/13/1993,Memphis,Jets,Steelers,True,1
1346,2023,4,Arthur Maulet,7/13/1993,Memphis,Steelers,Ravens,True,1
1347,2010,15,Arthur Moats,3/14/1988,James Madison,College,Bills,False,1
1348,2014,16,Arthur Moats,3/14/1988,James Madison,Bills,Steelers,False,1
1349,2016,16,Artie Burns,5/1/1995,Miami (FL),College,Steelers,False,1
1350,2021,11,Artie Burns,5/1/1995,Miami (FL),Steelers,Bears,False,1
1351,2022,3,Artie Burns,5/1/1995,Miami (FL),Bears,Seahawks,False,1
1352,1999,7,Artie Ulmer,7/30/1973,"Georgia Southern,Valdosta St.",College,Broncos,False,1
1353,2000,12,Artie Ulmer,7/30/1973,"Georgia Southern,Valdosta St.",Broncos,49ers,False,1
1354,2001,15,Artie Ulmer,7/30/1973,"Georgia Southern,Valdosta St.",49ers,Falcons,False,1
1355,2003,10,Artis Hicks,11/28/1978,Memphis,College,Eagles,False,1
1356,2006,14,Artis Hicks,11/28/1978,Memphis,Eagles,Vikings,False,1
1357,2010,15,Artis Hicks,11/28/1978,Memphis,Vikings,Commanders,False,1
1358,2011,9,Artis Hicks,11/28/1978,Memphis,Commanders,Browns,False,1
1359,2003,3,Artose Pinner,1/5/1978,Kentucky,College,Lions,False,1
1360,2006,12,Artose Pinner,1/5/1978,Kentucky,Lions,Vikings,False,1
1361,2007,7,Artose Pinner,1/5/1978,Kentucky,Vikings,Falcons,False,1
1362,1999,14,Artrell Hawkins,11/24/1976,Cincinnati,College,Bengals,False,1
1363,2004,14,Artrell Hawkins,11/24/1976,Cincinnati,Bengals,Panthers,False,1
1364,2005,5,Artrell Hawkins,11/24/1976,Cincinnati,Panthers,Patriots,False,1
1365,2000,8,Arturo Freeman,10/27/1976,South Carolina,College,Dolphins,False,1
1366,2005,2,Arturo Freeman,10/27/1976,South Carolina,Dolphins,Patriots,False,1
1367,2012,3,Asa Jackson,12/2/1989,Cal Poly-San Luis Obispo,College,Ravens,False,1
1368,2016,4,Asa Jackson,12/2/1989,Cal Poly-San Luis Obispo,Ravens,Lions,False,1
1369,2017,4,Asa Jackson,12/2/1989,Cal Poly-San Luis Obispo,Lions,49ers,False,1
1370,2014,6,Asante Cleveland,3/21/1992,Miami (FL),College,49ers,False,1
1371,2015,4,Asante Cleveland,3/21/1992,Miami (FL),49ers,Patriots,False,1
1372,2016,4,Asante Cleveland,3/21/1992,Miami (FL),Patriots,Chargers,False,1
1373,2003,16,Asante Samuel,1/6/1981,Central Florida,College,Patriots,False,1
1374,2008,15,Asante Samuel,1/6/1981,Central Florida,Patriots,Eagles,False,1
1375,2012,15,Asante Samuel,1/6/1981,Central Florida,Eagles,Falcons,False,1
1376,2021,12,Asante Samuel Jr.,10/3/1999,Florida St.,College,Chargers,False,1
1377,2009,10,Asher Allen,1/22/1988,Georgia,College,Vikings,False,1
1378,2009,14,Ashlee Palmer,4/7/1986,Mississippi,College,Bills,False,1
1379,2010,16,Ashlee Palmer,4/7/1986,Mississippi,Bills,Lions,False,1
1380,1999,16,Ashley Ambrose,9/17/1970,Miss. Valley St.,College,Saints,False,1
1381,2000,16,Ashley Ambrose,9/17/1970,Miss. Valley St.,Saints,Falcons,False,1
1382,2003,16,Ashley Ambrose,9/17/1970,Miss. Valley St.,Falcons,Saints,False,1
1383,2002,16,Ashley Lelie,2/16/1980,Hawaii,College,Broncos,False,1
1384,2006,15,Ashley Lelie,2/16/1980,Hawaii,Broncos,Falcons,False,1
1385,2007,15,Ashley Lelie,2/16/1980,Hawaii,Falcons,49ers,False,1
1386,2008,13,Ashley Lelie,2/16/1980,Hawaii,49ers,Raiders,False,1
1387,2019,13,Ashton Dulin,5/15/1997,Malone,College,Colts,False,1
1388,2006,3,Ashton Youboty,7/7/1984,Ohio St.,College,Bills,False,1
1389,2011,6,Ashton Youboty,7/7/1984,Ohio St.,Bills,Jaguars,False,1
1390,2020,10,Ashtyn Davis,10/10/1996,California,College,Jets,False,1
1391,2023,4,Asim Richards,10/2/2000,North Carolina,College,Cowboys,True,1
1392,2020,2,Asmar Bilal,4/12/1997,Notre Dame,College,Chargers,False,1
1393,2005,1,Atari Bigby,9/19/1981,Central Florida,College,Packers,False,1
1394,2011,15,Atari Bigby,9/19/1981,Central Florida,Packers,Seahawks,False,1
1395,2012,11,Atari Bigby,9/19/1981,Central Florida,Seahawks,Chargers,False,1
1396,2009,15,Atiyyah Ellison,9/29/1981,Missouri,College,Jaguars,False,1
1397,2002,1,Atnaf Harris,2/27/1979,"Fresno St.,Cal State-Northridge",College,Texans,False,1
1398,2023,6,Atonio Mafi,10/20/2000,UCLA,College,Patriots,True,1
1399,2003,1,Aubrayo Franklin,8/27/1980,Tennessee,College,Ravens,False,1
1400,2007,14,Aubrayo Franklin,8/27/1980,Tennessee,Ravens,49ers,False,1
1401,2011,16,Aubrayo Franklin,8/27/1980,Tennessee,49ers,Saints,False,1
1402,2012,12,Aubrayo Franklin,8/27/1980,Tennessee,Saints,Chargers,False,1
1403,2013,16,Aubrayo Franklin,8/27/1980,Tennessee,Chargers,Colts,False,1
1404,2018,7,Auden Tate,2/3/1997,Florida St.,College,Bengals,False,1
1405,2012,5,Audie Cole,6/1/1989,North Carolina St.,College,Vikings,False,1
1406,2007,11,Aundrae Allison,4/20/1986,East Carolina,College,Vikings,False,1
1407,2010,11,Austen Lane,11/9/1987,Murray St.,College,Jaguars,False,1
1408,2013,2,Austen Lane,11/9/1987,Murray St.,Jaguars,Lions,False,1
1409,2021,1,Austen Pleasants,8/22/1997,Ohio,College,Panthers,False,1
1410,2016,8,Austin Blythe,6/16/1992,Iowa,College,Colts,False,1
1411,2017,16,Austin Blythe,6/16/1992,Iowa,Colts,Rams,False,1
1412,2021,4,Austin Blythe,6/16/1992,Iowa,Rams,Chiefs,False,1
1413,2022,17,Austin Blythe,6/16/1992,Iowa,Chiefs,Seahawks,False,1
1414,2019,4,Austin Bryant,11/12/1996,Clemson,College,Lions,False,1
1415,2018,16,Austin Calitro,1/10/1994,Villanova,College,Seahawks,False,1
1416,2019,13,Austin Calitro,1/10/1994,Villanova,Seahawks,Jaguars,False,1
1417,2020,13,Austin Calitro,1/10/1994,Villanova,Jaguars,Broncos,False,1
1418,2021,5,Austin Calitro,1/10/1994,Villanova,Broncos,Bengals,False,1
1419,2022,1,Austin Calitro,1/10/1994,Villanova,Giants,Raiders,False,1
1420,2022,5,Austin Calitro,1/10/1994,Villanova,Bengals,Giants,False,1
1421,2017,1,Austin Carr,12/25/1993,Northwestern,College,Saints,False,1
1422,2009,16,Austin Collie,11/11/1985,BYU,College,Colts,False,1
1423,2013,7,Austin Collie,11/11/1985,BYU,Colts,Patriots,False,1
1424,2018,11,Austin Corbett,9/5/1995,Nevada,College,Browns,False,1
1425,2019,8,Austin Corbett,9/5/1995,Nevada,Browns,Rams,False,1
1426,2022,17,Austin Corbett,9/5/1995,Nevada,Rams,Panthers,False,1
1427,2019,16,Austin Cutting,10/27/1996,Air Force,College,Vikings,False,1
1428,2014,10,Austin Davis,6/2/1989,Southern Miss,College,Rams,False,1
1429,2015,3,Austin Davis,6/2/1989,Southern Miss,Rams,Browns,False,1
1430,2017,3,Austin Davis,6/2/1989,Southern Miss,Browns,Seahawks,False,1
1431,2022,5,Austin Deculus,3/12/1999,LSU,College,Texans,False,1
1432,2020,1,Austin Edwards,8/27/1997,Ferris St.,College,Falcons,False,1
1433,2017,16,Austin Ekeler,5/17/1995,Western St. (CO),College,Chargers,False,1
1434,2021,1,Austin Faoliu,1/9/1999,Oregon,College,Cowboys,False,1
1435,2023,0,Austin Faoliu (PUP),1/9/1999,Oregon,College,Seahawks,True,1
1436,2016,14,Austin Hooper,10/29/1994,Stanford,College,Falcons,True,1
1437,2020,13,Austin Hooper,10/29/1994,Stanford,Falcons,Browns,True,1
1438,2022,17,Austin Hooper,10/29/1994,Stanford,Browns,Titans,True,1
1439,2023,6,Austin Hooper,10/29/1994,Stanford,Titans,Raiders,True,1
1440,2010,4,Austin Howard,3/22/1987,Northern Iowa,College,Eagles,False,1
1441,2012,16,Austin Howard,3/22/1987,Northern Iowa,Eagles,Jets,False,1
1442,2014,16,Austin Howard,3/22/1987,Northern Iowa,Jets,Raiders,False,1
1443,2017,16,Austin Howard,3/22/1987,Northern Iowa,Raiders,Ravens,False,1
1444,2018,5,Austin Howard,3/22/1987,Northern Iowa,Ravens,Commanders,False,1
1445,2020,13,Austin Jackson,8/11/1999,USC,College,Dolphins,False,1
1446,2014,7,Austin Johnson,6/16/1989,Tennessee,College,Saints,False,1
1447,2016,1,Austin Johnson,6/16/1989,Tennessee,Saints,Buccaneers,False,1
1448,2016,10,Austin Johnson,5/8/1994,Penn St.,College,Titans,False,1
1449,2020,16,Austin Johnson,5/8/1994,Penn St.,Titans,Giants,False,1
1450,2022,8,Austin Johnson,5/8/1994,Penn St.,Giants,Chargers,False,1
1451,2004,4,Austin King,4/11/1981,Northwestern,College,Falcons,False,1
1452,2019,2,Austin Larkin,4/6/1995,Purdue,College,Falcons,False,1
1453,2020,9,Austin Larkin,4/6/1995,Purdue,Falcons,Panthers,False,1
1454,2020,11,Austin Mack,8/31/1997,Ohio St.,College,Giants,False,1
1455,2012,3,Austin Pasztor,11/26/1990,Virginia,College,Jaguars,False,1
1456,2015,16,Austin Pasztor,11/26/1990,Virginia,Jaguars,Browns,False,1
1457,2017,7,Austin Pasztor,11/26/1990,Virginia,Browns,Falcons,False,1
1458,2018,2,Austin Pasztor,11/26/1990,Virginia,Falcons,Titans,False,1
1459,2011,12,Austin Pettis,5/7/1988,Boise St.,College,Rams,False,1
1460,2014,4,Austin Pettis,5/7/1988,Boise St.,Rams,Chargers,False,1
1461,2014,5,Austin Pettis,5/7/1988,Boise St.,Chargers,Rams,False,1
1462,2016,1,Austin Reiter,11/27/1991,South Florida,College,Browns,False,1
1463,2018,11,Austin Reiter,11/27/1991,South Florida,Browns,Chiefs,False,1
1464,2021,6,Austin Reiter,11/27/1991,South Florida,Chiefs,Dolphins,False,1
1465,1999,14,Austin Robbins,3/1/1971,North Carolina,College,Saints,False,1
1466,2000,2,Austin Robbins,3/1/1971,North Carolina,Saints,Packers,False,1
1467,2000,3,Austin Robbins,3/1/1971,North Carolina,Packers,Raiders,False,1
1468,2019,16,Austin Schlottmann,9/18/1995,TCU,College,Broncos,False,1
1469,2022,16,Austin Schlottmann,9/18/1995,TCU,Broncos,Vikings,False,1
1470,2014,9,Austin Seferian-Jenkins,9/29/1992,Washington,College,Buccaneers,False,1
1471,2016,7,Austin Seferian-Jenkins,9/29/1992,Washington,Buccaneers,Jets,False,1
1472,2018,5,Austin Seferian-Jenkins,9/29/1992,Washington,Jets,Jaguars,False,1
1473,2019,16,Austin Seibert,11/15/1996,Oklahoma,College,Browns,False,1
1474,2020,1,Austin Seibert,11/15/1996,Oklahoma,Bengals,Browns,False,1
1475,2020,4,Austin Seibert,11/15/1996,Oklahoma,Browns,Bengals,False,1
1476,2021,6,Austin Seibert,11/15/1996,Oklahoma,Browns,Lions,False,1
1477,2015,14,Austin Shepherd,5/28/1992,Alabama,College,Vikings,False,1
1478,2010,12,Austin Spitler,10/26/1986,Ohio St.,College,Dolphins,False,1
1479,2021,2,Austin Trammell,7/4/1998,Rice,College,Falcons,False,1
1480,2022,6,Austin Trammell,7/4/1998,Rice,Falcons,Rams,False,1
1481,2017,7,Austin Traylor,9/3/1993,Wisconsin,College,Broncos,False,1
1482,2019,1,Austin Walter,8/17/1996,Rice,College,Giants,True,1
1483,2020,4,Austin Walter,8/17/1996,Rice,Giants,49ers,True,1
1484,2021,4,Austin Walter,8/17/1996,Rice,49ers,Jets,True,1
1485,2023,0,Austin Walter,8/17/1996,Rice,Jets,Raiders,True,1
1486,2014,7,Austin Wentworth,5/10/1990,Fresno St.,College,Vikings,False,1
1487,2000,4,Austin Wheatley,11/16/1977,Iowa,College,Saints,False,1
1488,2011,7,Auston English,3/10/1987,Oklahoma,College,Browns,False,1
1489,1999,6,Autry Denson,12/8/1976,Notre Dame,College,Dolphins,False,1
1490,2001,16,Autry Denson,12/8/1976,Notre Dame,Dolphins,Bears,False,1
1491,2002,1,Autry Denson,12/8/1976,Notre Dame,Bears,Colts,False,1
1492,2020,3,Auzoyah Alufohai,10/16/1996,West Georgia,College,Texans,False,1
1493,2001,1,Aveion Cason,7/12/1979,Illinois St.,Lions,Rams,False,1
